"Step","melting_runseed=4 - training/episode/reward","melting_runseed=4 - training/episode/reward__MIN","melting_runseed=4 - training/episode/reward__MAX","melting_runseed=3 - training/episode/reward","melting_runseed=3 - training/episode/reward__MIN","melting_runseed=3 - training/episode/reward__MAX","melting_runseed=2 - training/episode/reward","melting_runseed=2 - training/episode/reward__MIN","melting_runseed=2 - training/episode/reward__MAX","melting_runseed=1 - training/episode/reward","melting_runseed=1 - training/episode/reward__MIN","melting_runseed=1 - training/episode/reward__MAX","melting_runseed=0 - training/episode/reward","melting_runseed=0 - training/episode/reward__MIN","melting_runseed=0 - training/episode/reward__MAX"
"17709952","4472","4472","4472","","","","","","","","","","","",""
"17710080","","","","","","","4724","4724","4724","","","","","",""
"17710912","","","","","","","","","","4069","4069","4069","","",""
"17711168","","","","","","","","","","4416","4416","4416","","",""
"17711424","4688","4688","4688","","","","","","","","","","","",""
"17711488","3579","3579","3579","","","","","","","","","","","",""
"17712576","","","","","","","","","","4470","4470","4470","","",""
"17712896","","","","","","","4808","4808","4808","","","","","",""
"17713088","","","","","","","","","","3978","3978","3978","","",""
"17713984","4645","4645","4645","","","","","","","","","","","",""
"17714048","","","","4637","4637","4637","","","","","","","","",""
"17714432","","","","","","","4768","4768","4768","","","","","",""
"17714624","3487","3487","3487","","","","","","","","","","","",""
"17714816","","","","","","","4650","4650","4650","","","","","",""
"17715136","","","","","","","4309","4309","4309","","","","","",""
"17715456","","","","4870","4870","4870","","","","","","","","",""
"17715776","","","","","","","3516","3516","3516","4661","4661","4661","","",""
"17715904","","","","","","","","","","4699","4699","4699","","",""
"17716160","","","","","","","","","","","","","4685","4685","4685"
"17716608","3932","3932","3932","","","","","","","4491","4491","4491","","",""
"17716800","","","","","","","","","","","","","4473","4473","4473"
"17717056","4710","4710","4710","","","","","","","","","","3906","3906","3906"
"17717312","","","","","","","","","","","","","4596","4596","4596"
"17717376","611","611","611","","","","","","","","","","","",""
"17717440","","","","4548","4548","4548","","","","","","","","",""
"17718208","","","","4251","4251","4251","","","","","","","","",""
"17718400","","","","4841","4841","4841","3983","3983","3983","","","","","",""
"17718528","","","","","","","","","","","","","4492","4492","4492"
"17718912","","","","","","","","","","4513","4513","4513","","",""
"17719552","4424","4424","4424","","","","","","","","","","","",""
"17719680","","","","","","","","","","","","","4783","4783","4783"
"17719872","","","","3979","3979","3979","","","","","","","","",""
"17720192","4555","4555","4555","","","","","","","","","","","",""
"17720256","","","","","","","4466","4466","4466","","","","","",""
"17721536","","","","","","","","","","","","","4386","4386","4386"
"17722304","","","","","","","","","","4672","4672","4672","","",""
"17722368","","","","","","","","","","4773","4773","4773","","",""
"17722624","4482","4482","4482","","","","","","","4843","4843","4843","","",""
"17722688","","","","","","","","","","","","","4361","4361","4361"
"17722880","2914","2914","2914","","","","","","","","","","","",""
"17723008","","","","4559","4559","4559","","","","","","","","",""
"17724032","","","","4277","4277","4277","","","","","","","","",""
"17724736","","","","","","","","","","4807","4807","4807","","",""
"17725632","","","","4482","4482","4482","","","","","","","","",""
"17726016","4865","4865","4865","","","","","","","","","","","",""
"17726656","","","","","","","","","","4834","4834","4834","","",""
"17726720","","","","3938","3938","3938","","","","","","","","",""
"17726976","","","","","","","","","","4874","4874","4874","","",""
"17727168","","","","","","","4617","4617","4617","","","","","",""
"17728512","","","","","","","4037","4037","4037","","","","","",""
"17728704","","","","","","","4748","4748","4748","","","","","",""
"17729280","","","","","","","","","","","","","4856","4856","4856"
"17729408","","","","","","","4608","4608","4608","","","","","",""
"17730496","","","","4000","4000","4000","","","","","","","","",""
"17730944","","","","","","","3257","3257","3257","4083","4083","4083","","",""
"17731264","","","","","","","","","","","","","4034","4034","4034"
"17731456","","","","","","","4726","4726","4726","","","","","",""
"17731584","","","","","","","4719","4719","4719","","","","","",""
"17731904","","","","","","","","","","","","","3676","3676","3676"
"17732416","","","","4898","4898","4898","","","","","","","","",""
"17732864","","","","","","","4224","4224","4224","","","","","",""
"17733120","","","","","","","","","","","","","4908","4908","4908"
"17733504","","","","4477","4477","4477","","","","","","","","",""
"17733760","","","","4397","4397","4397","","","","","","","","",""
"17735360","","","","","","","","","","4658","4658","4658","","",""
"17735680","","","","","","","","","","4591","4591","4591","","",""
"17735744","","","","4551","4551","4551","","","","","","","","",""
"17736064","","","","4585","4585","4585","","","","","","","","",""
"17736320","","","","4828","4828","4828","","","","","","","","",""
"17736384","","","","","","","4500","4500","4500","","","","","",""
"17737280","","","","","","","","","","4365","4365","4365","","",""
"17737344","","","","","","","3967","3967","3967","","","","","",""
"17737472","4411","4411","4411","4447","4447","4447","","","","","","","","",""
"17737600","4310","4310","4310","","","","","","","","","","","",""
"17738048","","","","","","","4902","4902","4902","","","","","",""
"17739264","","","","4604","4604","4604","","","","","","","","",""
"17740032","","","","","","","4075","4075","4075","","","","","",""
"17740608","","","","4268","4268","4268","","","","","","","","",""
"17741056","","","","","","","4818","4818","4818","4600","4600","4600","","",""
"17741312","","","","4674","4674","4674","","","","","","","","",""
"17741760","","","","","","","3955","3955","3955","","","","","",""
"17742080","","","","","","","","","","4696","4696","4696","","",""
"17743040","","","","4538","4538","4538","","","","","","","","",""
"17743296","","","","","","","3465","3465","3465","","","","","",""
"17743424","","","","4925","4925","4925","","","","","","","","",""
"17744192","","","","","","","4734","4734","4734","","","","","",""
"17744512","","","","","","","4533","4533","4533","","","","","",""
"17745216","","","","","","","4888","4888","4888","","","","","",""
"17745728","","","","","","","","","","","","","4699","4699","4699"
"17745984","","","","","","","","","","","","","4800","4800","4800"
"17746304","4696","4696","4696","","","","","","","","","","","",""
"17747584","","","","","","","4443","4443","4443","","","","","",""
"17748352","","","","","","","4828","4828","4828","","","","","",""
"17750016","4374","4374","4374","","","","","","","","","","4921","4921","4921"
"17750400","","","","4885","4885","4885","4661","4661","4661","","","","","",""
"17750656","","","","","","","","","","4455","4455","4455","","",""
"17751360","","","","","","","","","","","","","4487","4487","4487"
"17751552","3910","3910","3910","","","","","","","","","","","",""
"17751680","","","","","","","4525","4525","4525","2596","2596","2596","","",""
"17751808","","","","","","","","","","4109","4109","4109","","",""
"17751936","","","","","","","4259","4259","4259","","","","","",""
"17752448","","","","4048","4048","4048","","","","","","","","",""
"17752640","","","","4474","4474","4474","","","","","","","","",""
"17753088","","","","","","","","","","4519","4519","4519","","",""
"17753728","","","","3671","3671","3671","","","","","","","","",""
"17754496","","","","","","","","","","","","","4372","4372","4372"
"17755648","","","","","","","4853","4853","4853","","","","","",""
"17756032","","","","4650","4650","4650","","","","","","","","",""
"17756160","","","","","","","4866","4866","4866","","","","","",""
"17757056","4414","4414","4414","","","","","","","","","","","",""
"17757760","4886","4886","4886","","","","","","","","","","","",""
"17757952","","","","","","","","","","","","","4831","4831","4831"
"17758208","","","","","","","","","","","","","3878","3878","3878"
"17758720","","","","","","","","","","","","","4145","4145","4145"
"17758912","4482","4482","4482","","","","","","","","","","","",""
"17759168","","","","4582","4582","4582","","","","","","","","",""
"17759424","4444","4444","4444","","","","","","","","","","4660","4660","4660"
"17759872","","","","3787","3787","3787","","","","","","","","",""
"17760256","4412","4412","4412","","","","","","","","","","","",""
"17760320","","","","","","","4748","4748","4748","","","","","",""
"17760576","","","","4277","4277","4277","","","","","","","","",""
"17760960","","","","","","","","","","4689","4689","4689","","",""
"17761216","","","","","","","","","","4527","4527","4527","","",""
"17761792","","","","","","","","","","","","","4125","4125","4125"
"17761984","","","","","","","","","","","","","4182","4182","4182"
"17763008","","","","","","","","","","4206","4206","4206","","",""
"17763520","","","","","","","","","","","","","4495","4495","4495"
"17763584","","","","","","","","","","","","","3789","3789","3789"
"17763712","","","","","","","","","","","","","3315","3315","3315"
"17764032","3742","3742","3742","","","","","","","","","","","",""
"17764736","","","","","","","4800","4800","4800","","","","","",""
"17765440","4387","4387","4387","","","","","","","","","","","",""
"17765824","","","","4495","4495","4495","","","","","","","","",""
"17766080","","","","4903","4903","4903","","","","","","","","",""
"17767488","","","","4591","4591","4591","","","","","","","","",""
"17767744","4170","4170","4170","4287","4287","4287","","","","","","","","",""
"17767936","4060","4060","4060","","","","","","","","","","","",""
"17768640","","","","","","","","","","","","","4664","4664","4664"
"17769408","","","","","","","","","","4806","4806","4806","","",""
"17769856","","","","4494","4494","4494","","","","","","","","",""
"17769984","","","","","","","","","","","","","4321","4321","4321"
"17770176","","","","","","","4278","4278","4278","","","","","",""
"17770368","","","","","","","","","","","","","4476","4476","4476"
"17770560","","","","","","","","","","","","","3026","3026","3026"
"17771136","4694","4694","4694","4921","4921","4921","","","","","","","","",""
"17771328","","","","3729","3729","3729","","","","","","","","",""
"17773184","","","","","","","4628","4628","4628","","","","","",""
"17773504","","","","","","","","","","","","","4676","4676","4676"
"17773568","","","","","","","","","","","","","4069","4069","4069"
"17773696","","","","","","","4624","4624","4624","","","","","",""
"17774016","","","","","","","","","","","","","4837","4837","4837"
"17774080","","","","","","","3730","3730","3730","","","","","",""
"17774528","","","","","","","","","","","","","4502","4502","4502"
"17775168","","","","","","","3972","3972","3972","","","","","",""
"17775232","","","","","","","","","","4774","4774","4774","","",""
