"Step","melting_self_runseed=4 - training/episode/reward","melting_self_runseed=4 - training/episode/reward__MIN","melting_self_runseed=4 - training/episode/reward__MAX","melting_self_runseed=3 - training/episode/reward","melting_self_runseed=3 - training/episode/reward__MIN","melting_self_runseed=3 - training/episode/reward__MAX","melting_self_runseed=2 - training/episode/reward","melting_self_runseed=2 - training/episode/reward__MIN","melting_self_runseed=2 - training/episode/reward__MAX","melting_self_runseed=1 - training/episode/reward","melting_self_runseed=1 - training/episode/reward__MIN","melting_self_runseed=1 - training/episode/reward__MAX","melting_self_runseed=0 - training/episode/reward","melting_self_runseed=0 - training/episode/reward__MIN","melting_self_runseed=0 - training/episode/reward__MAX"
"27081216","","","","4607","4607","4607","","","","","","","","",""
"27081344","","","","","","","","","","4941","4941","4941","","",""
"27081408","","","","","","","","","","4893","4893","4893","","",""
"27081600","","","","4253","4253","4253","","","","","","","","",""
"27082240","","","","","","","","","","","","","4887","4887","4887"
"27082560","","","","","","","4309","4309","4309","","","","4898","4898","4898"
"27083008","4349","4349","4349","","","","","","","","","","","",""
"27083584","","","","","","","","","","","","","4542","4542","4542"
"27083648","","","","4708","4708","4708","","","","","","","","",""
"27084608","","","","","","","4688","4688","4688","","","","","",""
"27085440","","","","","","","4210","4210","4210","","","","","",""
"27085568","","","","4649","4649","4649","","","","","","","","",""
"27085888","","","","4560","4560","4560","","","","","","","","",""
"27086080","4797","4797","4797","","","","","","","","","","","",""
"27086144","","","","4779","4779","4779","","","","","","","","",""
"27086272","","","","","","","4534","4534","4534","","","","","",""
"27086336","","","","","","","","","","4872","4872","4872","","",""
"27086656","","","","","","","4496","4496","4496","","","","","",""
"27087232","","","","","","","","","","","","","4646","4646","4646"
"27087296","","","","","","","","","","","","","4342","4342","4342"
"27087424","","","","","","","","","","","","","4764","4764","4764"
"27087552","","","","4726","4726","4726","","","","","","","","",""
"27088192","","","","","","","4847","4847","4847","","","","","",""
"27088448","4733","4733","4733","","","","","","","","","","","",""
"27088896","","","","","","","","","","","","","4759","4759","4759"
"27089152","4618","4618","4618","","","","","","","","","","","",""
"27089344","","","","","","","","","","4485","4485","4485","","",""
"27089472","4459","4459","4459","","","","","","","","","","","",""
"27089536","","","","","","","","","","4648","4648","4648","","",""
"27089600","","","","","","","","","","","","","4842","4842","4842"
"27089664","4872","4872","4872","","","","","","","","","","","",""
"27089728","","","","4856","4856","4856","","","","","","","","",""
"27090112","","","","","","","","","","","","","4864","4864","4864"
"27090176","","","","4826","4826","4826","","","","","","","","",""
"27090240","","","","4467","4467","4467","","","","","","","","",""
"27090496","","","","","","","","","","4235","4235","4235","","",""
"27090560","","","","","","","","","","4822","4822","4822","","",""
"27091008","","","","3983","3983","3983","","","","4767","4767","4767","","",""
"27092160","4653","4653","4653","","","","","","","","","","","",""
"27092288","","","","","","","4912","4912","4912","","","","","",""
"27092544","","","","","","","","","","","","","4845","4845","4845"
"27092736","","","","","","","","","","3941","3941","3941","","",""
"27093440","","","","4546","4546","4546","","","","","","","","",""
"27093504","","","","","","","","","","4768","4768","4768","","",""
"27094080","","","","","","","","","","4713","4713","4713","","",""
"27094464","","","","4533","4533","4533","","","","","","","","",""
"27094592","","","","","","","4597","4597","4597","","","","","",""
"27095296","4877","4877","4877","","","","","","","","","","","",""
"27095552","4561","4561","4561","","","","","","","","","","","",""
"27095936","","","","4068","4068","4068","","","","","","","","",""
"27096000","","","","","","","","","","","","","4638","4638","4638"
"27096064","","","","","","","4571","4571","4571","","","","","",""
"27096320","4745","4745","4745","","","","","","","","","","","",""
"27096384","","","","","","","","","","4538","4538","4538","","",""
"27096512","","","","","","","","","","4742","4742","4742","","",""
"27097024","","","","","","","4608","4608","4608","","","","","",""
"27097152","","","","","","","4760","4760","4760","","","","","",""
"27097344","","","","","","","4540","4540","4540","","","","","",""
"27097472","","","","","","","","","","","","","4635","4635","4635"
"27097792","4215","4215","4215","","","","","","","","","","","",""
"27098048","","","","","","","","","","","","","3928","3928","3928"
"27098112","","","","","","","","","","4575","4575","4575","4309","4309","4309"
"27098304","","","","4842","4842","4842","","","","","","","","",""
"27099584","","","","","","","","","","","","","4783","4783","4783"
"27099648","","","","","","","4871","4871","4871","","","","","",""
"27099968","","","","4438","4438","4438","","","","","","","","",""
"27100032","","","","","","","","","","4683","4683","4683","","",""
"27100096","","","","","","","","","","","","","4844","4844","4844"
"27100160","4513","4513","4513","","","","","","","","","","4618","4618","4618"
"27100288","","","","","","","","","","","","","4771","4771","4771"
"27100864","","","","","","","","","","4906","4906","4906","","",""
"27100992","","","","","","","","","","4892","4892","4892","","",""
"27101184","","","","","","","4709","4709","4709","","","","","",""
"27101760","","","","4636","4636","4636","","","","","","","","",""
"27101824","","","","","","","","","","","","","4897","4897","4897"
"27101888","","","","","","","","","","4861","4861","4861","","",""
"27102080","4680","4680","4680","","","","","","","","","","","",""
"27102464","","","","","","","","","","4016","4016","4016","","",""
"27102592","","","","","","","","","","4509","4509","4509","","",""
"27102784","","","","4917","4917","4917","","","","","","","","",""
"27103680","","","","","","","","","","4493","4493","4493","","",""
"27103744","4676","4676","4676","","","","","","","","","","","",""
"27104064","4645","4645","4645","","","","","","","","","","","",""
"27104128","","","","","","","","","","","","","4555","4555","4555"
"27104320","","","","","","","","","","4888","4888","4888","","",""
"27104576","","","","","","","4714","4714","4714","","","","","",""
"27104768","","","","4838","4838","4838","","","","","","","","",""
"27104960","","","","","","","4700","4700","4700","","","","","",""
"27105280","4369","4369","4369","","","","","","","","","","","",""
"27106432","4587","4587","4587","","","","","","","","","","4870","4870","4870"
"27106816","","","","","","","","","","4052","4052","4052","","",""
"27107072","","","","","","","4753","4753","4753","","","","","",""
"27107264","","","","4866","4866","4866","","","","","","","","",""
"27107648","","","","","","","4410","4410","4410","","","","4473","4473","4473"
"27107776","","","","","","","4207","4207","4207","","","","","",""
"27108032","","","","","","","","","","4596","4596","4596","","",""
"27108096","","","","","","","","","","","","","4783","4783","4783"
"27108480","","","","4325","4325","4325","4679","4679","4679","","","","4740","4740","4740"
"27108544","","","","","","","","","","","","","4789","4789","4789"
"27109248","","","","","","","","","","","","","4357","4357","4357"
"27109312","","","","4804","4804","4804","","","","","","","","",""
"27109824","4849","4849","4849","","","","4659","4659","4659","","","","4828","4828","4828"
"27110272","","","","","","","","","","4877","4877","4877","","",""
"27110336","","","","","","","","","","4896","4896","4896","","",""
"27110656","","","","","","","4833","4833","4833","4685","4685","4685","","",""
"27110912","","","","","","","4901","4901","4901","","","","","",""
"27111424","","","","","","","4219","4219","4219","","","","","",""
"27111552","","","","","","","4590","4590","4590","","","","","",""
"27112064","","","","4662","4662","4662","","","","","","","","",""
"27112192","","","","","","","","","","4917","4917","4917","","",""
"27112256","","","","4656","4656","4656","","","","","","","","",""
"27112320","4840","4840","4840","","","","","","","","","","","",""
"27112640","4637","4637","4637","","","","","","","","","","","",""
"27112704","","","","","","","","","","4650","4650","4650","","",""
"27113600","","","","","","","4018","4018","4018","","","","","",""
"27113920","4253","4253","4253","4756","4756","4756","","","","","","","","",""
"27113984","","","","","","","4837","4837","4837","","","","","",""
"27114496","","","","","","","4512","4512","4512","","","","","",""
"27114688","","","","4469","4469","4469","","","","","","","","",""
"27115072","","","","","","","","","","","","","4634","4634","4634"
"27115456","","","","","","","","","","","","","4788","4788","4788"
"27115520","","","","","","","","","","","","","4786","4786","4786"
"27115648","","","","","","","","","","4564","4564","4564","","",""
"27115840","4802","4802","4802","","","","","","","","","","","",""
"27116096","","","","","","","","","","4751","4751","4751","","",""
"27116416","4503","4503","4503","","","","","","","","","","","",""
"27116544","","","","","","","","","","4141","4141","4141","","",""
"27116928","4905","4905","4905","","","","","","","","","","","",""
"27117120","4819","4819","4819","","","","","","","","","","4886","4886","4886"
"27117376","","","","","","","","","","4408","4408","4408","","",""
"27117824","","","","","","","4246","4246","4246","","","","","",""
"27118784","","","","","","","","","","4543","4543","4543","","",""
"27118976","","","","","","","","","","","","","4899","4899","4899"
"27119296","","","","4702","4702","4702","","","","4079","4079","4079","","",""
"27119488","","","","4396","4396","4396","","","","","","","","",""
"27119616","4806","4806","4806","","","","","","","","","","","",""
"27120256","4686","4686","4686","","","","","","","","","","","",""
"27120512","","","","","","","","","","","","","4466","4466","4466"
"27120576","","","","","","","","","","","","","4779","4779","4779"
"27120960","","","","","","","","","","4382","4382","4382","","",""
"27121216","","","","","","","","","","4806","4806","4806","","",""
"27121344","","","","4857","4857","4857","","","","","","","","",""
"27121472","","","","","","","","","","","","","4392","4392","4392"
"27121792","","","","","","","","","","4785","4785","4785","","",""
"27122048","4738","4738","4738","","","","","","","","","","","",""
"27122240","4838","4838","4838","","","","","","","","","","","",""
"27122432","","","","","","","4794","4794","4794","","","","","",""
"27122624","","","","","","","4597","4597","4597","","","","4591","4591","4591"
"27122688","","","","","","","4765","4765","4765","","","","","",""
"27123008","","","","","","","4745","4745","4745","","","","","",""
"27123072","","","","","","","","","","","","","4502","4502","4502"
"27123200","","","","","","","","","","","","","4631","4631","4631"
"27123392","","","","","","","","","","4623","4623","4623","","",""
"27123712","","","","4895","4895","4895","","","","","","","","",""
"27123968","","","","","","","4890","4890","4890","","","","","",""
"27124032","","","","","","","","","","4562","4562","4562","","",""
"27124160","","","","","","","","","","","","","4896","4896","4896"
"27124416","","","","","","","","","","","","","4768","4768","4768"
"27124480","","","","4884","4884","4884","4571","4571","4571","","","","","",""
"27124672","4851","4851","4851","","","","","","","","","","","",""
"27124736","4787","4787","4787","","","","","","","","","","","",""
"27124864","","","","","","","","","","4856","4856","4856","","",""
"27125312","","","","","","","","","","4277","4277","4277","","",""
"27125376","","","","","","","","","","4237","4237","4237","","",""
"27126208","","","","","","","","","","","","","3887","3887","3887"
"27126272","3955","3955","3955","","","","","","","","","","","",""
"27126336","","","","","","","","","","","","","4778","4778","4778"
"27126400","","","","","","","4746","4746","4746","","","","","",""
"27126656","","","","","","","","","","","","","4937","4937","4937"
"27127296","","","","","","","4852","4852","4852","","","","","",""
"27127360","","","","","","","4870","4870","4870","","","","","",""
"27127424","","","","4508","4508","4508","","","","","","","","",""
"27127616","","","","","","","","","","4840","4840","4840","","",""
"27127808","4769","4769","4769","","","","","","","","","","","",""
"27128000","","","","","","","","","","4402","4402","4402","","",""
"27128192","4545","4545","4545","","","","","","","","","","","",""
"27128256","","","","","","","4347","4347","4347","","","","","",""
"27128576","","","","","","","","","","4860","4860","4860","","",""
"27129024","","","","4621","4621","4621","","","","","","","","",""
"27129408","4205","4205","4205","","","","","","","","","","","",""
"27129728","","","","","","","","","","4697","4697","4697","","",""
"27130816","4542","4542","4542","","","","","","","","","","","",""
"27131072","","","","","","","","","","","","","4904","4904","4904"
"27131840","","","","","","","","","","","","","4863","4863","4863"
"27131904","","","","4451","4451","4451","","","","","","","4504","4504","4504"
"27132160","","","","","","","4739","4739","4739","","","","","",""
"27132544","","","","","","","","","","4819","4819","4819","","",""
"27132608","","","","4515","4515","4515","","","","","","","","",""
"27133120","","","","","","","","","","4929","4929","4929","","",""
"27133376","4836","4836","4836","","","","","","","","","","","",""
"27133504","","","","","","","4495","4495","4495","","","","","",""
"27133888","","","","","","","","","","","","","4860","4860","4860"
"27134080","","","","","","","","","","","","","4634","4634","4634"
"27134592","","","","","","","","","","","","","4791","4791","4791"
"27134656","","","","","","","","","","4657","4657","4657","","",""
"27134720","","","","","","","","","","4846","4846","4846","","",""
"27135040","","","","","","","","","","4848","4848","4848","","",""
"27135168","","","","","","","4557","4557","4557","4782","4782","4782","4883","4883","4883"
"27135232","4846","4846","4846","","","","","","","","","","","",""
"27135552","","","","","","","4886","4886","4886","","","","","",""
"27136128","4876","4876","4876","4837","4837","4837","","","","","","","","",""
"27136320","","","","","","","","","","4552","4552","4552","","",""
"27137472","","","","","","","","","","4611","4611","4611","","",""
"27137536","","","","","","","","","","","","","4714","4714","4714"
"27137792","","","","","","","4803","4803","4803","","","","","",""
"27137920","4919","4919","4919","","","","","","","","","","","",""
"27138240","","","","","","","","","","4721","4721","4721","","",""
"27138496","","","","","","","4236","4236","4236","","","","","",""
"27138816","","","","","","","3919","3919","3919","","","","","",""
"27138944","","","","","","","","","","4515","4515","4515","","",""
"27139008","","","","4768","4768","4768","","","","","","","","",""
"27139328","4359","4359","4359","","","","","","","","","","","",""
"27139456","","","","4478","4478","4478","4801","4801","4801","","","","","",""
"27139520","","","","","","","4536","4536","4536","","","","","",""
"27140032","4204","4204","4204","","","","4801","4801","4801","","","","","",""
"27140224","","","","","","","4386","4386","4386","","","","","",""
"27140544","","","","","","","","","","","","","4872","4872","4872"
"27141184","4602","4602","4602","","","","","","","","","","","",""
"27141952","4698","4698","4698","","","","","","","","","","","",""
"27142208","","","","4463","4463","4463","","","","","","","","",""
"27142336","","","","","","","3194","3194","3194","","","","","",""
"27142464","","","","","","","","","","4790","4790","4790","","",""
"27142656","","","","4756","4756","4756","4876","4876","4876","","","","","",""
"27143232","4631","4631","4631","4629","4629","4629","","","","","","","","",""
"27143296","","","","","","","4816","4816","4816","","","","","",""
"27143552","4705","4705","4705","","","","3298","3298","3298","","","","","",""
"27143808","","","","","","","4516","4516","4516","","","","","",""
"27144064","","","","4651","4651","4651","","","","","","","","",""
"27144384","","","","","","","","","","4888","4888","4888","","",""
"27144768","","","","","","","","","","","","","4536","4536","4536"
"27144896","","","","3799","3799","3799","","","","","","","","",""
"27145152","","","","","","","","","","","","","4461","4461","4461"
"27145536","4534","4534","4534","","","","","","","","","","","",""
"27145856","","","","","","","","","","4684","4684","4684","","",""
"27146112","","","","","","","","","","","","","4777","4777","4777"
"27146560","4494","4494","4494","","","","","","","","","","","",""
"27146688","4201","4201","4201","","","","","","","","","","","",""
"27146880","","","","4557","4557","4557","","","","","","","","",""
"27147008","","","","","","","","","","4841","4841","4841","","",""
"27147392","","","","","","","","","","","","","4654","4654","4654"
"27147648","","","","","","","4867","4867","4867","","","","","",""
"27147712","","","","4841","4841","4841","","","","","","","","",""
"27147840","4848","4848","4848","","","","","","","4820","4820","4820","","",""
"27148352","","","","4024","4024","4024","","","","","","","","",""
"27148608","","","","","","","4600","4600","4600","","","","","",""
"27148672","","","","4548","4548","4548","","","","","","","","",""
"27149184","","","","","","","","","","","","","4705","4705","4705"
"27149376","","","","","","","4798","4798","4798","","","","","",""
"27149440","","","","4253","4253","4253","","","","","","","","",""
"27149568","","","","","","","","","","4266","4266","4266","4812","4812","4812"
"27149824","","","","4801","4801","4801","","","","","","","","",""
"27149952","","","","4861","4861","4861","","","","","","","","",""
"27150016","","","","","","","","","","4855","4855","4855","","",""
"27150080","","","","","","","","","","","","","4203","4203","4203"
"27150272","","","","","","","4831","4831","4831","","","","4935","4935","4935"
"27150528","","","","","","","","","","4600","4600","4600","","",""
"27150592","","","","","","","","","","","","","4734","4734","4734"
"27150720","","","","","","","","","","4873","4873","4873","","",""
"27150848","","","","","","","4886","4886","4886","","","","","",""
"27150912","4916","4916","4916","","","","","","","","","","","",""
"27151104","4612","4612","4612","","","","","","","","","","","",""
"27152064","","","","","","","4408","4408","4408","4583","4583","4583","","",""
"27152192","","","","","","","","","","4681","4681","4681","","",""
"27152512","","","","4921","4921","4921","","","","","","","","",""
"27152960","","","","","","","","","","","","","4420","4420","4420"
"27153152","","","","4736","4736","4736","","","","","","","","",""
"27153344","4479","4479","4479","","","","","","","","","","","",""
"27153472","","","","","","","4614","4614","4614","","","","","",""
"27153600","","","","","","","","","","","","","4424","4424","4424"
"27153920","4852","4852","4852","","","","","","","","","","","",""
"27155136","4393","4393","4393","","","","","","","","","","","",""
"27155904","","","","","","","","","","","","","4686","4686","4686"
"27156224","4924","4924","4924","","","","","","","","","","","",""
"27156608","","","","4243","4243","4243","","","","","","","","",""
"27157248","","","","","","","","","","4818","4818","4818","","",""
"27157440","","","","","","","4887","4887","4887","","","","","",""
"27158016","","","","","","","","","","","","","4390","4390","4390"
"27158144","4789","4789","4789","","","","","","","","","","","",""
"27158656","","","","","","","","","","","","","4354","4354","4354"
"27160064","","","","","","","","","","","","","4622","4622","4622"
"27160128","","","","","","","","","","4099","4099","4099","","",""
"27160640","","","","","","","4743","4743","4743","","","","","",""
"27160960","","","","","","","","","","4905","4905","4905","","",""
"27161088","","","","","","","","","","4152","4152","4152","","",""
"27161280","","","","","","","4918","4918","4918","","","","","",""
"27161344","","","","","","","","","","4862","4862","4862","","",""
"27161984","","","","","","","","","","4798","4798","4798","4742","4742","4742"
"27162240","","","","","","","4718","4718","4718","","","","","",""
"27162368","","","","","","","","","","","","","4558","4558","4558"
"27162496","","","","","","","","","","","","","4433","4433","4433"
"27162560","","","","","","","","","","","","","4176","4176","4176"
"27162624","","","","","","","4317","4317","4317","4558","4558","4558","","",""
"27162880","4878","4878","4878","","","","","","","","","","","",""
"27163200","4857","4857","4857","","","","","","","","","","","",""
"27163392","","","","4606","4606","4606","4024","4024","4024","","","","4797","4797","4797"
"27163904","4863","4863","4863","","","","","","","","","","","",""
"27164608","4760","4760","4760","","","","","","","","","","","",""
"27164736","","","","","","","","","","","","","4895","4895","4895"
"27164800","","","","","","","4713","4713","4713","","","","","",""
"27164864","","","","","","","4510","4510","4510","","","","","",""
"27164928","4840","4840","4840","","","","","","","","","","","",""
"27165056","4574","4574","4574","","","","","","","","","","","",""
"27165120","","","","","","","4901","4901","4901","","","","","",""
"27165440","","","","","","","","","","4839","4839","4839","","",""
"27166848","","","","","","","","","","4805","4805","4805","","",""
"27166976","4794","4794","4794","","","","","","","","","","","",""
"27167168","","","","","","","","","","4905","4905","4905","","",""
"27167232","","","","","","","","","","","","","4217","4217","4217"
"27167936","","","","","","","4556","4556","4556","","","","","",""
"27168000","","","","","","","","","","","","","3893","3893","3893"
"27168192","","","","4816","4816","4816","","","","","","","","",""
"27168384","","","","","","","","","","4727","4727","4727","","",""
"27168448","","","","4081","4081","4081","","","","","","","","",""
"27168704","","","","","","","","","","4817","4817","4817","","",""
"27169600","","","","","","","4892","4892","4892","","","","","",""
"27170048","","","","","","","4674","4674","4674","","","","","",""
"27170112","4704","4704","4704","","","","","","","","","","","",""
"27170240","","","","","","","","","","4500","4500","4500","","",""
"27170688","","","","","","","3655","3655","3655","","","","","",""
"27170880","","","","","","","","","","4442","4442","4442","","",""
"27170944","","","","","","","4839","4839","4839","","","","","",""
"27171264","","","","","","","","","","4855","4855","4855","","",""
"27171328","","","","","","","","","","4441","4441","4441","","",""
"27171456","","","","4909","4909","4909","","","","","","","","",""
"27171840","4786","4786","4786","","","","","","","","","","","",""
"27171904","","","","","","","","","","4462","4462","4462","","",""
"27172032","","","","","","","4775","4775","4775","","","","","",""
"27172096","","","","","","","","","","4664","4664","4664","","",""
"27172544","","","","4586","4586","4586","4797","4797","4797","","","","","",""
"27172736","","","","","","","","","","4656","4656","4656","","",""
"27172864","","","","","","","4524","4524","4524","","","","","",""
"27173120","4733","4733","4733","4308","4308","4308","","","","","","","","",""
"27173184","","","","","","","4778","4778","4778","","","","4848","4848","4848"
"27173248","","","","","","","","","","","","","4489","4489","4489"
"27173312","","","","","","","4482","4482","4482","4812","4812","4812","","",""
"27173376","","","","","","","","","","4421","4421","4421","","",""
"27173440","","","","","","","","","","","","","3904","3904","3904"
"27173504","4730","4730","4730","","","","","","","","","","","",""
"27173696","","","","","","","","","","","","","4853","4853","4853"
"27173888","","","","4902","4902","4902","","","","","","","","",""
"27173952","","","","","","","","","","4454","4454","4454","","",""
"27174272","","","","4696","4696","4696","","","","","","","4869","4869","4869"
"27174336","","","","","","","3460","3460","3460","","","","","",""
"27174912","4846","4846","4846","","","","","","","","","","","",""
"27175744","","","","","","","","","","4649","4649","4649","","",""
"27176000","","","","","","","","","","4106","4106","4106","","",""
"27176192","","","","","","","","","","","","","4724","4724","4724"
"27176512","","","","","","","","","","","","","4282","4282","4282"
"27176832","","","","","","","","","","4739","4739","4739","","",""
"27177024","","","","","","","4403","4403","4403","","","","","",""
"27177216","","","","4908","4908","4908","","","","","","","4584","4584","4584"
"27177408","","","","","","","","","","4677","4677","4677","","",""
"27177984","4574","4574","4574","","","","","","","","","","","",""
"27178048","","","","","","","","","","4341","4341","4341","","",""
"27178176","","","","4827","4827","4827","","","","","","","","",""
"27178624","","","","","","","","","","","","","4188","4188","4188"
"27178944","4625","4625","4625","","","","4741","4741","4741","","","","","",""
"27179200","4490","4490","4490","","","","","","","","","","","",""
"27179392","4891","4891","4891","","","","","","","","","","","",""
"27179648","4910","4910","4910","","","","4873","4873","4873","","","","","",""
"27180160","","","","4513","4513","4513","","","","","","","","",""
"27180288","","","","4720","4720","4720","","","","","","","4720","4720","4720"
"27180352","","","","","","","","","","","","","4784","4784","4784"
"27180544","","","","","","","","","","","","","4875","4875","4875"
"27180608","","","","","","","4717","4717","4717","","","","","",""
"27180800","","","","","","","4802","4802","4802","","","","","",""
"27180992","","","","","","","","","","4844","4844","4844","","",""
"27181120","4866","4866","4866","","","","","","","","","","4744","4744","4744"
"27181888","","","","","","","4734","4734","4734","","","","","",""
"27182592","4858","4858","4858","","","","","","","","","","","",""
"27182656","","","","","","","","","","","","","4674","4674","4674"
"27182784","","","","","","","","","","4571","4571","4571","","",""
"27183168","","","","","","","","","","","","","4751","4751","4751"
"27183232","4778","4778","4778","","","","","","","","","","","",""
"27183360","4341","4341","4341","","","","","","","","","","","",""
"27183616","","","","","","","4556","4556","4556","","","","","",""
"27183744","","","","","","","4753","4753","4753","","","","","",""
"27183808","","","","","","","4841","4841","4841","","","","","",""
"27183936","","","","","","","4850","4850","4850","","","","","",""
"27184320","","","","4560","4560","4560","","","","","","","","",""
"27184512","","","","4564","4564","4564","","","","","","","","",""
"27184576","","","","","","","","","","4876","4876","4876","","",""
"27184832","","","","","","","","","","4726","4726","4726","","",""
"27184960","","","","","","","","","","","","","4910","4910","4910"
"27185280","","","","","","","","","","4460","4460","4460","","",""
"27185344","4509","4509","4509","","","","","","","","","","","",""
"27185408","","","","","","","","","","","","","4444","4444","4444"
"27185664","4649","4649","4649","","","","","","","","","","","",""
"27186176","","","","","","","4849","4849","4849","","","","","",""
"27186368","","","","","","","","","","4764","4764","4764","","",""
"27186880","","","","","","","","","","","","","4883","4883","4883"
"27186944","4848","4848","4848","","","","","","","","","","","",""
"27187456","","","","","","","","","","4113","4113","4113","4831","4831","4831"
"27187712","","","","","","","","","","","","","4885","4885","4885"
"27188352","","","","4782","4782","4782","","","","","","","","",""
"27188480","","","","4865","4865","4865","","","","","","","","",""
"27189248","","","","","","","4891","4891","4891","","","","","",""
"27189312","","","","","","","","","","","","","4849","4849","4849"
"27189376","","","","","","","3959","3959","3959","","","","","",""
"27189440","","","","","","","","","","4758","4758","4758","","",""
"27189504","","","","4756","4756","4756","","","","","","","","",""
"27189568","","","","4854","4854","4854","","","","","","","","",""
"27189760","4796","4796","4796","","","","","","","","","","","",""
"27191360","","","","","","","","","","4905","4905","4905","4816","4816","4816"
"27191424","","","","4783","4783","4783","","","","","","","","",""
"27191552","","","","","","","","","","4616","4616","4616","","",""
"27191680","4857","4857","4857","","","","","","","","","","","",""
"27192320","4452","4452","4452","","","","4871","4871","4871","","","","","",""
"27192448","4869","4869","4869","","","","","","","","","","","",""
"27192896","","","","","","","","","","4919","4919","4919","","",""
"27193216","","","","","","","","","","","","","4835","4835","4835"
"27193280","","","","4575","4575","4575","","","","","","","","",""
"27193792","","","","4677","4677","4677","","","","","","","","",""
"27193920","","","","","","","","","","","","","4842","4842","4842"
"27194112","4875","4875","4875","","","","","","","","","","","",""
"27194688","","","","","","","4783","4783","4783","","","","","",""
"27194816","","","","","","","","","","4848","4848","4848","","",""
"27195200","","","","","","","4822","4822","4822","","","","","",""
"27195648","4544","4544","4544","","","","","","","","","","","",""
"27195776","4936","4936","4936","","","","","","","","","","","",""
"27196096","4788","4788","4788","","","","","","","","","","","",""
"27196672","","","","","","","4903","4903","4903","","","","","",""
"27196992","","","","4849","4849","4849","","","","","","","","",""
"27197056","","","","","","","","","","4810","4810","4810","","",""
"27197248","","","","4777","4777","4777","","","","","","","","",""
"27198336","","","","","","","4442","4442","4442","","","","","",""
"27198400","","","","","","","","","","4761","4761","4761","","",""
"27199424","","","","","","","4521","4521","4521","","","","","",""
"27199680","","","","","","","","","","4783","4783","4783","","",""
"27200256","","","","4708","4708","4708","","","","","","","","",""
"27200576","","","","4450","4450","4450","","","","","","","","",""
"27200768","4893","4893","4893","","","","","","","","","","","",""
"27201024","","","","","","","4852","4852","4852","","","","","",""
"27201536","","","","","","","","","","4867","4867","4867","","",""
"27201728","","","","","","","","","","","","","4558","4558","4558"
"27202240","","","","","","","","","","4471","4471","4471","","",""
"27202432","4829","4829","4829","","","","","","","","","","","",""
"27202880","4626","4626","4626","4495","4495","4495","","","","","","","","",""
"27202944","","","","","","","4669","4669","4669","","","","","",""
"27203008","","","","","","","4536","4536","4536","","","","","",""
"27203840","","","","","","","","","","4767","4767","4767","","",""
"27203968","","","","","","","4849","4849","4849","","","","","",""
"27204096","","","","4860","4860","4860","","","","","","","","",""
"27204480","","","","","","","","","","4625","4625","4625","","",""
"27204672","","","","","","","4248","4248","4248","","","","","",""
"27205824","","","","","","","","","","","","","4648","4648","4648"
"27206400","","","","","","","","","","","","","4585","4585","4585"
"27206528","","","","","","","4648","4648","4648","","","","","",""
"27206720","4868","4868","4868","","","","","","","","","","","",""
"27206784","","","","","","","4728","4728","4728","","","","","",""
"27206848","","","","","","","","","","","","","4659","4659","4659"
"27208128","4755","4755","4755","","","","","","","","","","","",""
"27208384","","","","","","","","","","","","","4641","4641","4641"
"27208640","","","","4470","4470","4470","","","","","","","","",""
"27209536","","","","4670","4670","4670","","","","","","","","",""
"27209856","","","","","","","","","","4784","4784","4784","","",""
"27209984","","","","","","","","","","","","","4824","4824","4824"
"27210304","","","","","","","","","","4674","4674","4674","","",""
"27210368","","","","","","","","","","","","","4612","4612","4612"
"27210496","","","","","","","","","","","","","4764","4764","4764"
"27211200","","","","","","","4735","4735","4735","","","","","",""
"27211392","","","","","","","","","","4795","4795","4795","","",""
"27211584","","","","","","","","","","4738","4738","4738","","",""
"27211648","","","","4928","4928","4928","","","","","","","","",""
"27212672","4794","4794","4794","","","","","","","","","","","",""
"27212992","","","","4425","4425","4425","","","","","","","","",""
"27213312","","","","4852","4852","4852","","","","","","","","",""
"27214016","","","","4460","4460","4460","","","","","","","","",""
"27215104","","","","","","","","","","4389","4389","4389","","",""
"27215616","","","","4691","4691","4691","4893","4893","4893","","","","","",""
"27215808","","","","4838","4838","4838","","","","","","","","",""
"27215872","4752","4752","4752","","","","","","","","","","","",""
"27216000","","","","4753","4753","4753","","","","","","","","",""
"27216768","","","","","","","4821","4821","4821","","","","","",""
"27216960","4642","4642","4642","","","","","","","","","","","",""
"27217088","","","","4809","4809","4809","","","","","","","","",""
"27217472","4659","4659","4659","","","","","","","","","","","",""
"27217728","","","","","","","","","","","","","4750","4750","4750"
"27218880","","","","","","","","","","","","","3922","3922","3922"
"27219072","","","","","","","","","","","","","4793","4793","4793"
"27219712","","","","","","","","","","4330","4330","4330","","",""
"27219968","","","","","","","","","","4664","4664","4664","","",""
"27220032","","","","","","","4902","4902","4902","","","","","",""
"27220160","","","","4908","4908","4908","","","","","","","4748","4748","4748"
"27220352","","","","","","","4279","4279","4279","","","","","",""
"27220416","","","","","","","4787","4787","4787","","","","","",""
"27220672","","","","","","","","","","4652","4652","4652","","",""
"27220736","","","","","","","","","","","","","4541","4541","4541"
"27220800","4591","4591","4591","","","","","","","","","","","",""
"27221376","","","","","","","","","","","","","4873","4873","4873"
"27222528","","","","4905","4905","4905","","","","","","","","",""
"27222848","","","","","","","4814","4814","4814","","","","","",""
"27223168","","","","","","","","","","4173","4173","4173","","",""
"27223808","","","","","","","","","","4774","4774","4774","","",""
