"Step","melting_self_runseed=4 - training/episode/reward","melting_self_runseed=4 - training/episode/reward__MIN","melting_self_runseed=4 - training/episode/reward__MAX","melting_self_runseed=3 - training/episode/reward","melting_self_runseed=3 - training/episode/reward__MIN","melting_self_runseed=3 - training/episode/reward__MAX","melting_self_runseed=2 - training/episode/reward","melting_self_runseed=2 - training/episode/reward__MIN","melting_self_runseed=2 - training/episode/reward__MAX","melting_self_runseed=1 - training/episode/reward","melting_self_runseed=1 - training/episode/reward__MIN","melting_self_runseed=1 - training/episode/reward__MAX","melting_self_runseed=0 - training/episode/reward","melting_self_runseed=0 - training/episode/reward__MIN","melting_self_runseed=0 - training/episode/reward__MAX"
"11435584","","","","","","","","","","","","","4078","4078","4078"
"11435968","2232","2232","2232","","","","","","","","","","","",""
"11437568","","","","","","","","","","2690","2690","2690","","",""
"11438016","","","","","","","3490","3490","3490","","","","","",""
"11438976","","","","","","","","","","3812","3812","3812","","",""
"11439232","","","","","","","2486","2486","2486","","","","","",""
"11439680","4834","4834","4834","","","","","","","","","","","",""
"11440576","","","","","","","","","","1654","1654","1654","","",""
"11440960","","","","","","","","","","4237","4237","4237","","",""
"11441024","","","","","","","","","","4569","4569","4569","","",""
"11441920","","","","","","","4593","4593","4593","","","","","",""
"11445056","","","","","","","","","","","","","4112","4112","4112"
"11445504","3909","3909","3909","","","","","","","","","","","",""
"11445824","","","","","","","4643","4643","4643","","","","","",""
"11446080","4169","4169","4169","","","","","","","","","","","",""
"11446848","","","","","","","4349","4349","4349","","","","","",""
"11447680","","","","","","","4659","4659","4659","","","","","",""
"11448064","","","","4203","4203","4203","","","","","","","","",""
"11448256","","","","3812","3812","3812","","","","","","","","",""
"11450816","","","","","","","4819","4819","4819","","","","","",""
"11451136","4297","4297","4297","","","","","","","","","","","",""
"11451584","","","","","","","3823","3823","3823","","","","","",""
"11451840","","","","","","","3986","3986","3986","","","","","",""
"11453632","","","","","","","","","","3731","3731","3731","","",""
"11453696","","","","","","","","","","","","","4651","4651","4651"
"11453760","","","","","","","","","","","","","3533","3533","3533"
"11455936","","","","","","","4028","4028","4028","","","","","",""
"11456768","4092","4092","4092","","","","","","","","","","","",""
"11457216","","","","3973","3973","3973","","","","","","","","",""
"11457920","","","","","","","","","","4154","4154","4154","","",""
"11460160","4318","4318","4318","","","","","","","","","","","",""
"11460416","","","","","","","","","","3394","3394","3394","","",""
"11461056","","","","","","","4495","4495","4495","-5000","-5000","-5000","","",""
"11463360","","","","4910","4910","4910","","","","","","","","",""
"11463680","4692","4692","4692","","","","","","","","","","","",""
"11463872","3635","3635","3635","","","","","","","","","","","",""
"11464384","","","","","","","3417","3417","3417","","","","","",""
"11464512","4461","4461","4461","","","","","","","","","","","",""
"11465536","","","","","","","3097","3097","3097","","","","","",""
"11466368","","","","4261","4261","4261","","","","","","","","",""
"11466496","4848","4848","4848","","","","","","","","","","","",""
"11468224","","","","","","","","","","","","","4198","4198","4198"
"11468416","","","","4398","4398","4398","","","","","","","","",""
"11468928","","","","","","","","","","4295","4295","4295","","",""
"11469504","4129","4129","4129","","","","","","","","","","","",""
"11469568","4853","4853","4853","","","","","","","","","","","",""
"11470464","","","","","","","2227","2227","2227","","","","4050","4050","4050"
"11471552","","","","","","","","","","4516","4516","4516","","",""
"11472192","","","","-5000","-5000","-5000","","","","","","","","",""
"11472832","","","","","","","","","","3684","3684","3684","","",""
"11473344","4273","4273","4273","","","","","","","","","","","",""
"11473600","","","","","","","","","","","","","2697","2697","2697"
"11474304","","","","3346","3346","3346","","","","","","","","",""
"11475264","","","","","","","","","","","","","4572","4572","4572"
"11476160","","","","","","","","","","2433","2433","2433","","",""
"11477184","","","","","","","4652","4652","4652","","","","","",""
"11478528","","","","","","","","","","4145","4145","4145","","",""
"11480256","","","","","","","","","","","","","2325","2325","2325"
"11481088","","","","","","","","","","","","","4572","4572","4572"
"11481280","","","","","","","","","","","","","2921","2921","2921"
"11481856","4028","4028","4028","","","","","","","","","","","",""
"11482048","3734","3734","3734","","","","","","","","","","","",""
"11482304","","","","","","","","","","","","","4174","4174","4174"
"11482368","4827","4827","4827","","","","","","","","","","","",""
"11483456","","","","","","","","","","","","","4116","4116","4116"
"11484032","","","","","","","","","","519","519","519","","",""
"11484480","","","","","","","","","","","","","4645","4645","4645"
"11484672","4393","4393","4393","","","","","","","","","","","",""
"11485056","4740","4740","4740","","","","","","","","","","","",""
"11485184","","","","","","","","","","964","964","964","","",""
"11485376","4172","4172","4172","","","","","","","","","","","",""
"11488704","","","","4775","4775","4775","","","","","","","","",""
"11488832","","","","3946","3946","3946","","","","","","","","",""
"11489024","4765","4765","4765","","","","","","","","","","","",""
"11490048","","","","4426","4426","4426","","","","2076","2076","2076","","",""
"11490304","","","","","","","","","","","","","3252","3252","3252"
"11492224","","","","","","","4023","4023","4023","2168","2168","2168","","",""
"11494592","","","","","","","","","","","","","3705","3705","3705"
"11495296","4519","4519","4519","","","","","","","","","","","",""
"11495680","","","","3804","3804","3804","","","","","","","","",""
"11497856","4534","4534","4534","","","","","","","","","","","",""
"11501312","4428","4428","4428","","","","","","","","","","4648","4648","4648"
"11501440","","","","","","","4221","4221","4221","","","","","",""
"11501888","","","","4794","4794","4794","","","","","","","","",""
"11503360","","","","","","","","","","","","","3179","3179","3179"
"11504256","","","","","","","","","","1287","1287","1287","","",""
"11504640","","","","3591","3591","3591","","","","","","","","",""
"11504832","","","","","","","","","","4000","4000","4000","","",""
"11507008","","","","","","","","","","","","","4345","4345","4345"
"11507072","","","","","","","3067","3067","3067","4092","4092","4092","","",""
"11507776","","","","","","","","","","3856","3856","3856","","",""
"11507904","","","","","","","","","","4130","4130","4130","","",""
"11508288","","","","","","","","","","4000","4000","4000","","",""
"11508672","4521","4521","4521","","","","","","","","","","","",""
"11509568","4622","4622","4622","","","","","","","","","","","",""
"11510400","","","","","","","","","","","","","3202","3202","3202"
"11511808","","","","4669","4669","4669","","","","","","","","",""
"11512192","","","","","","","","","","","","","3005","3005","3005"
"11513216","","","","3782","3782","3782","","","","","","","","",""
"11513664","","","","","","","","","","","","","4355","4355","4355"
"11514112","","","","","","","","","","4172","4172","4172","","",""
"11515456","","","","3726","3726","3726","","","","","","","","",""
"11516992","","","","3924","3924","3924","","","","","","","","",""
"11518144","","","","","","","","","","","","","4421","4421","4421"
"11519296","","","","","","","","","","","","","4312","4312","4312"
"11519936","","","","","","","4461","4461","4461","","","","","",""
"11520576","","","","","","","","","","-5000","-5000","-5000","","",""
"11520640","","","","","","","3179","3179","3179","","","","","",""
"11522560","","","","","","","","","","","","","2931","2931","2931"
"11522688","4441","4441","4441","","","","","","","","","","","",""
"11524288","","","","","","","","","","","","","4208","4208","4208"
"11524352","","","","","","","","","","4134","4134","4134","","",""
"11524864","","","","","","","","","","3690","3690","3690","","",""
"11524928","3899","3899","3899","","","","","","","","","","","",""
"11526144","","","","4795","4795","4795","","","","","","","","",""
"11526784","","","","3498","3498","3498","","","","","","","","",""
"11526848","3163","3163","3163","","","","","","","","","","","",""
"11527040","","","","","","","4348","4348","4348","","","","","",""
"11529472","","","","","","","","","","","","","4247","4247","4247"
"11531072","","","","","","","","","","","","","3551","3551","3551"
"11532096","","","","","","","","","","","","","3748","3748","3748"
"11535616","","","","","","","","","","","","","4573","4573","4573"
"11536128","","","","3867","3867","3867","","","","","","","","",""
"11536512","","","","","","","1964","1964","1964","","","","","",""
"11536704","","","","","","","4710","4710","4710","","","","","",""
"11536896","","","","","","","4077","4077","4077","","","","","",""
"11537216","","","","","","","","","","4355","4355","4355","","",""
"11537856","4237","4237","4237","","","","","","","","","","","",""
"11539840","","","","","","","","","","","","","2590","2590","2590"
"11540544","","","","","","","4678","4678","4678","","","","","",""
"11540608","4833","4833","4833","","","","","","","","","","","",""
"11540800","","","","","","","4685","4685","4685","","","","","",""
"11540864","","","","","","","","","","","","","4577","4577","4577"
"11543168","","","","","","","4211","4211","4211","","","","","",""
"11543296","4568","4568","4568","","","","","","","","","","","",""
"11544000","","","","","","","","","","4436","4436","4436","","",""
"11544064","","","","4365","4365","4365","","","","","","","","",""
"11545536","","","","","","","3714","3714","3714","","","","","",""
"11547392","","","","4701","4701","4701","","","","","","","","",""
"11547456","4565","4565","4565","","","","","","","","","","","",""
"11548352","","","","","","","3636","3636","3636","","","","","",""
"11548864","","","","","","","","","","","","","3567","3567","3567"
"11549696","","","","","","","","","","","","","4123","4123","4123"
"11550400","","","","","","","","","","","","","4531","4531","4531"
"11552384","","","","","","","","","","3846","3846","3846","","",""
"11552832","","","","","","","3818","3818","3818","","","","","",""
"11554112","","","","","","","","","","","","","4322","4322","4322"
"11554240","","","","","","","3287","3287","3287","","","","","",""
"11554560","","","","","","","3379","3379","3379","","","","","",""
"11559936","4386","4386","4386","","","","","","","","","","","",""
"11561728","4712","4712","4712","","","","","","","","","","","",""
"11563392","4802","4802","4802","","","","","","","","","","","",""
"11563840","","","","","","","","","","4503","4503","4503","","",""
"11564416","4695","4695","4695","","","","","","","","","","","",""
"11564800","","","","","","","","","","3508","3508","3508","","",""
"11564928","","","","","","","3327","3327","3327","","","","","",""
"11565376","4062","4062","4062","","","","","","","","","","","",""
