"Step","baseline_runseed=4 - training/episode/reward","baseline_runseed=4 - training/episode/reward__MIN","baseline_runseed=4 - training/episode/reward__MAX","baseline_runseed=3 - training/episode/reward","baseline_runseed=3 - training/episode/reward__MIN","baseline_runseed=3 - training/episode/reward__MAX","baseline_runseed=2 - training/episode/reward","baseline_runseed=2 - training/episode/reward__MIN","baseline_runseed=2 - training/episode/reward__MAX","baseline_runseed=1 - training/episode/reward","baseline_runseed=1 - training/episode/reward__MIN","baseline_runseed=1 - training/episode/reward__MAX","baseline_runseed=0 - training/episode/reward","baseline_runseed=0 - training/episode/reward__MIN","baseline_runseed=0 - training/episode/reward__MAX"
"23790080","","","","","","","","","","","","","4809","4809","4809"
"23790464","","","","","","","","","","1592","1592","1592","","",""
"23791296","","","","","","","-5000","-5000","-5000","","","","","",""
"23791744","","","","","","","","","","","","","4836","4836","4836"
"23792640","","","","","","","","","","","","","4767","4767","4767"
"23793472","","","","3082","3082","3082","3996","3996","3996","","","","","",""
"23794048","2262","2262","2262","","","","","","","","","","","",""
"23794112","","","","","","","","","","3650","3650","3650","","",""
"23795008","","","","","","","","","","","","","4223","4223","4223"
"23795904","","","","","","","","","","4015","4015","4015","","",""
"23796800","4016","4016","4016","","","","","","","","","","","",""
"23799296","","","","","","","4028","4028","4028","","","","","",""
"23800000","-5000","-5000","-5000","","","","","","","","","","","",""
"23800448","","","","","","","","","","39","39","39","","",""
"23801600","","","","","","","","","","","","","4846","4846","4846"
"23801792","","","","","","","","","","","","","4461","4461","4461"
"23801984","","","","","","","","","","3822","3822","3822","","",""
"23802176","","","","","","","","","","","","","4773","4773","4773"
"23802560","","","","","","","","","","2219","2219","2219","","",""
"23802816","","","","","","","","","","","","","4688","4688","4688"
"23803392","","","","3361","3361","3361","","","","","","","","",""
"23804224","","","","","","","","","","3666","3666","3666","","",""
"23805760","-5000","-5000","-5000","","","","","","","","","","","",""
"23805952","","","","3540","3540","3540","","","","","","","","",""
"23806272","","","","","","","","","","","","","4828","4828","4828"
"23806464","","","","","","","","","","3612","3612","3612","","",""
"23806592","","","","-5000","-5000","-5000","","","","","","","4571","4571","4571"
"23806656","4115","4115","4115","","","","","","","","","","","",""
"23806720","","","","","","","","","","4338","4338","4338","","",""
"23806912","","","","","","","","","","4517","4517","4517","","",""
"23807424","","","","","","","-5000","-5000","-5000","","","","","",""
"23807808","","","","","","","","","","","","","4882","4882","4882"
"23808576","","","","-5000","-5000","-5000","","","","","","","","",""
"23808768","","","","","","","","","","","","","4827","4827","4827"
"23809088","","","","4362","4362","4362","","","","","","","","",""
"23809728","","","","","","","","","","","","","4485","4485","4485"
"23810112","","","","","","","","","","1167","1167","1167","","",""
"23810368","1127","1127","1127","","","","","","","","","","","",""
"23810624","","","","","","","","","","","","","4612","4612","4612"
"23810944","","","","","","","","","","4499","4499","4499","","",""
"23811008","","","","","","","","","","","","","3831","3831","3831"
"23811456","","","","1080","1080","1080","","","","","","","","",""
"23811520","","","","","","","","","","3840","3840","3840","","",""
"23812224","","","","","","","","","","","","","4647","4647","4647"
"23812608","788","788","788","","","","","","","","","","","",""
"23813120","","","","","","","","","","4130","4130","4130","","",""
"23813440","-5000","-5000","-5000","","","","","","","","","","","",""
"23814208","","","","3469","3469","3469","","","","","","","","",""
"23815296","","","","","","","","","","","","","4919","4919","4919"
"23815744","","","","","","","","","","","","","4531","4531","4531"
"23816576","","","","","","","","","","2936","2936","2936","","",""
"23817024","","","","","","","","","","","","","4883","4883","4883"
"23817088","","","","","","","","","","","","","4834","4834","4834"
"23817152","","","","","","","","","","3816","3816","3816","","",""
"23817792","","","","","","","","","","","","","4058","4058","4058"
"23819136","","","","4059","4059","4059","","","","","","","","",""
"23819648","","","","-5000","-5000","-5000","","","","","","","","",""
"23820480","","","","","","","872","872","872","","","","","",""
"23820544","","","","","","","","","","4145","4145","4145","","",""
"23820800","","","","3807","3807","3807","","","","","","","","",""
"23821312","","","","-5000","-5000","-5000","","","","","","","","",""
"23821696","","","","","","","","","","4727","4727","4727","","",""
"23822848","","","","","","","","","","","","","4477","4477","4477"
"23823168","","","","","","","3824","3824","3824","","","","","",""
"23823296","","","","","","","","","","2305","2305","2305","","",""
"23826368","","","","","","","","","","4175","4175","4175","","",""
"23829440","2118","2118","2118","","","","","","","","","","","",""
"23830912","","","","","","","-5000","-5000","-5000","","","","","",""
"23831488","","","","","","","","","","","","","4808","4808","4808"
"23832448","-5000","-5000","-5000","","","","","","","","","","","",""
"23832512","","","","","","","","","","","","","4199","4199","4199"
"23833024","","","","2194","2194","2194","","","","","","","","",""
"23833344","","","","","","","","","","4094","4094","4094","","",""
"23834112","","","","","","","","","","1186","1186","1186","","",""
"23834496","","","","1128","1128","1128","","","","","","","","",""
"23835520","","","","","","","2843","2843","2843","","","","","",""
"23836544","","","","3571","3571","3571","","","","","","","","",""
"23838016","","","","","","","","","","","","","4914","4914","4914"
"23838528","","","","","","","","","","","","","4496","4496","4496"
"23839104","","","","-5000","-5000","-5000","","","","","","","4850","4850","4850"
"23839168","","","","","","","","","","2530","2530","2530","","",""
"23840064","","","","","","","","","","1787","1787","1787","","",""
"23840320","","","","","","","","","","4528","4528","4528","","",""
"23841024","","","","","","","1467","1467","1467","","","","","",""
"23841280","3735","3735","3735","","","","","","","","","","","",""
"23841536","","","","","","","","","","","","","4026","4026","4026"
"23843200","-5000","-5000","-5000","","","","","","","","","","","",""
"23843456","","","","","","","","","","","","","4296","4296","4296"
"23843840","","","","","","","","","","","","","4827","4827","4827"
"23844096","","","","","","","","","","","","","4692","4692","4692"
"23844672","","","","","","","","","","4473","4473","4473","4812","4812","4812"
"23845632","","","","","","","","","","","","","4635","4635","4635"
"23845696","","","","","","","2396","2396","2396","","","","","",""
"23846144","","","","","","","","","","","","","4380","4380","4380"
"23848064","","","","","","","","","","","","","4663","4663","4663"
"23848128","","","","","","","","","","","","","4457","4457","4457"
"23848512","","","","","","","","","","4273","4273","4273","","",""
"23849344","","","","","","","","","","","","","4737","4737","4737"
"23849664","","","","","","","","","","","","","4697","4697","4697"
"23850112","","","","","","","631","631","631","","","","","",""
"23850240","","","","","","","","","","","","","4381","4381","4381"
"23850688","","","","1137","1137","1137","","","","","","","","",""
"23851200","","","","","","","","","","3185","3185","3185","","",""
"23851520","","","","","","","","","","","","","4641","4641","4641"
"23851584","","","","","","","","","","2310","2310","2310","","",""
"23851712","","","","","","","","","","2332","2332","2332","","",""
"23851776","","","","","","","","","","","","","4873","4873","4873"
"23853888","","","","","","","2164","2164","2164","","","","","",""
"23854592","","","","","","","","","","","","","4846","4846","4846"
"23855552","-5000","-5000","-5000","","","","","","","","","","","",""
"23856064","","","","","","","","","","","","","4837","4837","4837"
"23856576","","","","","","","","","","3375","3375","3375","","",""
"23856640","","","","","","","","","","","","","4732","4732","4732"
"23857024","","","","","","","","","","-5000","-5000","-5000","","",""
"23857152","401","401","401","","","","","","","","","","","",""
"23857216","","","","","","","","","","","","","4804","4804","4804"
"23857536","","","","","","","","","","","","","4553","4553","4553"
"23858304","","","","","","","","","","4260","4260","4260","","",""
"23858368","","","","","","","","","","","","","4038","4038","4038"
"23858560","","","","","","","","","","","","","4461","4461","4461"
"23858752","","","","","","","2232","2232","2232","","","","","",""
"23859136","","","","","","","","","","","","","4379","4379","4379"
"23859264","3834","3834","3834","1065","1065","1065","","","","","","","4891","4891","4891"
"23860352","2716","2716","2716","","","","","","","","","","","",""
"23860416","","","","","","","","","","","","","4607","4607","4607"
"23860480","","","","","","","-5000","-5000","-5000","","","","","",""
"23861120","","","","","","","","","","2612","2612","2612","","",""
"23861504","","","","","","","","","","3599","3599","3599","","",""
"23861632","","","","","","","-5000","-5000","-5000","","","","","",""
"23862464","","","","","","","","","","","","","4673","4673","4673"
"23862592","","","","","","","","","","-5000","-5000","-5000","","",""
"23863296","","","","","","","1988","1988","1988","","","","4361","4361","4361"
"23863552","","","","","","","3693","3693","3693","","","","","",""
"23864000","","","","","","","3898","3898","3898","","","","","",""
"23864704","","","","1508","1508","1508","","","","","","","","",""
"23865088","","","","","","","","","","","","","4754","4754","4754"
"23865728","-5000","-5000","-5000","","","","","","","","","","","",""
"23865856","","","","","","","","","","","","","4698","4698","4698"
"23866048","","","","","","","","","","","","","4883","4883","4883"
"23866176","","","","","","","","","","","","","4775","4775","4775"
"23866368","","","","","","","","","","","","","4816","4816","4816"
"23866624","","","","-5000","-5000","-5000","","","","","","","","",""
"23866752","","","","","","","","","","4162","4162","4162","","",""
"23868608","","","","","","","","","","","","","4819","4819","4819"
"23868864","","","","","","","","","","","","","4609","4609","4609"
"23869888","","","","","","","","","","","","","4684","4684","4684"
"23870272","","","","","","","","","","","","","4522","4522","4522"
"23870784","","","","","","","","","","","","","4330","4330","4330"
"23871168","","","","","","","","","","","","","4742","4742","4742"
"23872000","-5000","-5000","-5000","","","","","","","","","","","",""
"23872384","","","","","","","","","","3977","3977","3977","","",""
"23872640","","","","","","","","","","","","","4739","4739","4739"
"23872768","","","","","","","","","","","","","4730","4730","4730"
"23874176","","","","","","","","","","","","","4735","4735","4735"
"23874368","","","","","","","4321","4321","4321","","","","","",""
"23874432","","","","-5000","-5000","-5000","","","","","","","","",""
"23874560","","","","","","","","","","3210","3210","3210","","",""
"23875264","","","","","","","","","","1323","1323","1323","","",""
"23875520","","","","","","","","","","1523","1523","1523","","",""
"23875648","","","","","","","3524","3524","3524","","","","","",""
"23876608","","","","","","","","","","","","","4816","4816","4816"
"23877184","","","","","","","","","","2617","2617","2617","","",""
"23878016","-5000","-5000","-5000","","","","","","","","","","","",""
"23878208","","","","","","","","","","3629","3629","3629","","",""
"23878784","","","","","","","","","","4569","4569","4569","","",""
"23879104","","","","","","","","","","4522","4522","4522","","",""
"23879168","","","","","","","","","","","","","4839","4839","4839"
"23879744","","","","-5000","-5000","-5000","","","","","","","","",""
"23880256","","","","","","","","","","","","","4672","4672","4672"
"23880768","","","","-5000","-5000","-5000","","","","","","","","",""
"23881664","","","","","","","","","","","","","4520","4520","4520"
"23881728","","","","","","","","","","","","","4504","4504","4504"
"23882304","","","","","","","","","","3815","3815","3815","","",""
"23882368","","","","","","","-5000","-5000","-5000","","","","","",""
"23882496","","","","","","","","","","","","","4745","4745","4745"
"23882752","","","","1582","1582","1582","","","","","","","","",""
"23882816","","","","","","","","","","","","","4618","4618","4618"
"23883520","","","","","","","1979","1979","1979","","","","","",""
"23883712","","","","","","","","","","4213","4213","4213","","",""
"23884480","","","","","","","","","","4488","4488","4488","4795","4795","4795"
"23885696","","","","","","","3294","3294","3294","","","","","",""
"23886272","","","","","","","","","","","","","4528","4528","4528"
"23886400","","","","1404","1404","1404","","","","","","","","",""
"23886976","","","","","","","","","","3241","3241","3241","","",""
"23887040","","","","","","","","","","","","","4775","4775","4775"
"23887296","","","","","","","","","","","","","4890","4890","4890"
"23887872","2786","2786","2786","","","","","","","","","","","",""
"23888192","","","","3675","3675","3675","","","","","","","4809","4809","4809"
"23888512","","","","","","","","","","","","","4297","4297","4297"
"23888704","","","","","","","558","558","558","","","","","",""
"23889408","","","","3936","3936","3936","","","","","","","","",""
"23890560","","","","","","","2130","2130","2130","","","","","",""
"23891008","","","","","","","","","","","","","4656","4656","4656"
"23891456","","","","","","","1261","1261","1261","","","","","",""
"23891776","3670","3670","3670","","","","","","","","","","","",""
"23892928","","","","","","","","","","","","","4741","4741","4741"
"23893376","","","","","","","1362","1362","1362","","","","","",""
"23893440","","","","","","","","","","","","","4880","4880","4880"
"23893824","","","","","","","","","","","","","4665","4665","4665"
"23894144","","","","","","","3393","3393","3393","","","","","",""
"23894400","","","","","","","","","","","","","4889","4889","4889"
"23894464","","","","","","","","","","-5000","-5000","-5000","","",""
"23894656","-5000","-5000","-5000","","","","","","","","","","","",""
"23895168","","","","","","","","","","","","","4710","4710","4710"
"23896384","","","","","","","","","","","","","4544","4544","4544"
"23896448","","","","","","","","","","","","","4849","4849","4849"
"23896512","","","","","","","","","","","","","4875","4875","4875"
"23896640","806","806","806","","","","","","","","","","","",""
"23896704","","","","","","","","","","","","","4575","4575","4575"
"23898048","2104","2104","2104","","","","","","","","","","4021","4021","4021"
"23898560","","","","","","","686","686","686","","","","","",""
"23899200","","","","","","","-5000","-5000","-5000","","","","","",""
"23899264","","","","","","","","","","","","","4884","4884","4884"
"23899328","","","","","","","","","","4146","4146","4146","","",""
"23899840","","","","","","","","","","1929","1929","1929","","",""
"23900288","","","","","","","","","","3613","3613","3613","","",""
"23901888","","","","","","","2184","2184","2184","","","","","",""
"23902080","","","","","","","","","","","","","4783","4783","4783"
"23902208","-5000","-5000","-5000","","","","","","","","","","","",""
"23902272","","","","","","","","","","4293","4293","4293","","",""
"23902400","1307","1307","1307","","","","","","","","","","","",""
"23902912","","","","","","","","","","","","","4814","4814","4814"
"23903104","","","","","","","","","","","","","4505","4505","4505"
"23904064","","","","","","","2218","2218","2218","","","","","",""
"23904192","","","","","","","","","","3784","3784","3784","","",""
"23904704","","","","","","","","","","","","","4585","4585","4585"
"23904896","","","","","","","2305","2305","2305","","","","","",""
"23906368","","","","","","","","","","","","","4889","4889","4889"
"23906624","","","","1335","1335","1335","","","","","","","","",""
"23906944","","","","","","","-5000","-5000","-5000","","","","","",""
"23907520","-5000","-5000","-5000","","","","","","","","","","","",""
"23909056","","","","","","","","","","","","","4585","4585","4585"
"23909248","","","","","","","","","","-5000","-5000","-5000","","",""
"23909504","","","","","","","","","","","","","4813","4813","4813"
"23910592","","","","","","","","","","","","","3860","3860","3860"
"23911616","","","","","","","-5000","-5000","-5000","","","","","",""
"23911744","507","507","507","","","","","","","","","","","",""
"23912256","","","","","","","","","","","","","4802","4802","4802"
"23912960","","","","","","","","","","2860","2860","2860","","",""
"23913792","","","","","","","-5000","-5000","-5000","","","","","",""
"23914112","","","","","","","","","","1820","1820","1820","","",""
"23914304","","","","","","","","","","","","","4426","4426","4426"
"23915648","","","","1681","1681","1681","","","","","","","","",""
"23915840","","","","-5000","-5000","-5000","","","","","","","","",""
"23916032","-5000","-5000","-5000","","","","-5000","-5000","-5000","","","","","",""
"23916544","","","","","","","","","","","","","4815","4815","4815"
"23917120","","","","","","","","","","1255","1255","1255","","",""
"23918400","","","","","","","","","","","","","4658","4658","4658"
"23918656","","","","","","","","","","3776","3776","3776","4801","4801","4801"
"23920640","","","","427","427","427","","","","","","","","",""
"23920896","","","","-5000","-5000","-5000","","","","","","","","",""
"23921024","","","","2399","2399","2399","","","","","","","","",""
"23921344","","","","","","","","","","","","","4560","4560","4560"
"23921536","","","","","","","","","","","","","4561","4561","4561"
"23921792","","","","","","","","","","4303","4303","4303","","",""
"23921920","","","","-5000","-5000","-5000","","","","","","","","",""
"23921984","","","","","","","","","","3002","3002","3002","","",""
"23922944","","","","-5000","-5000","-5000","","","","","","","","",""
"23923200","","","","","","","","","","2149","2149","2149","","",""
"23923264","","","","","","","3715","3715","3715","","","","","",""
"23923840","","","","","","","","","","","","","4809","4809","4809"
"23924096","","","","","","","","","","2997","2997","2997","","",""
"23924672","","","","","","","","","","","","","4152","4152","4152"
"23925184","","","","","","","","","","","","","4257","4257","4257"
"23925696","","","","","","","","","","4201","4201","4201","","",""
"23925760","","","","","","","","","","","","","4541","4541","4541"
"23925888","","","","","","","-5000","-5000","-5000","","","","","",""
"23926528","","","","","","","","","","","","","4770","4770","4770"
"23928000","","","","-5000","-5000","-5000","","","","","","","","",""
"23928256","","","","","","","","","","4355","4355","4355","","",""
"23928576","","","","","","","1719","1719","1719","","","","","",""
"23928704","-5000","-5000","-5000","","","","","","","","","","","",""
"23928768","","","","2493","2493","2493","","","","","","","","",""
"23928960","","","","","","","","","","","","","4794","4794","4794"
"23929152","","","","","","","-5000","-5000","-5000","","","","","",""
"23929280","-5000","-5000","-5000","","","","","","","","","","","",""
"23929344","","","","","","","","","","","","","4707","4707","4707"
"23930048","","","","","","","773","773","773","","","","","",""
"23930112","","","","","","","","","","","","","3807","3807","3807"
"23931776","","","","-5000","-5000","-5000","","","","","","","","",""
"23933184","","","","","","","","","","","","","4805","4805","4805"
"23933632","","","","","","","","","","","","","4448","4448","4448"
"23934720","3540","3540","3540","","","","","","","","","","","",""
"23934976","","","","-5000","-5000","-5000","","","","","","","","",""
"23935040","","","","","","","","","","","","","4744","4744","4744"
"23935552","","","","2033","2033","2033","","","","","","","","",""
"23935936","465","465","465","","","","","","","","","","","",""
"23936448","","","","4031","4031","4031","","","","","","","","",""
"23937088","","","","","","","3847","3847","3847","","","","","",""
"23937152","","","","","","","","","","-5000","-5000","-5000","","",""
"23937472","","","","","","","","","","4706","4706","4706","","",""
"23937600","","","","-5000","-5000","-5000","","","","","","","","",""
"23937728","","","","","","","","","","","","","4543","4543","4543"
"23939264","","","","","","","4210","4210","4210","","","","","",""
"23939840","","","","-5000","-5000","-5000","","","","","","","","",""
"23940352","","","","","","","","","","3433","3433","3433","","",""
"23941504","","","","","","","","","","","","","4871","4871","4871"
"23941568","","","","","","","","","","","","","4585","4585","4585"
"23941760","","","","","","","","","","3044","3044","3044","","",""
"23942464","","","","","","","","","","","","","4870","4870","4870"
"23943424","","","","3058","3058","3058","","","","","","","","",""
"23943488","","","","","","","","","","2765","2765","2765","","",""
"23943808","-5000","-5000","-5000","","","","","","","","","","","",""
"23944192","","","","","","","","","","","","","4894","4894","4894"
"23944704","","","","","","","","","","","","","3976","3976","3976"
"23944768","","","","","","","","","","","","","4787","4787","4787"
"23945408","-5000","-5000","-5000","","","","","","","","","","","",""
"23945472","","","","","","","","","","3682","3682","3682","","",""
"23945920","","","","-5000","-5000","-5000","","","","","","","","",""
"23947200","","","","","","","","","","1103","1103","1103","","",""
"23947648","","","","","","","","","","","","","4905","4905","4905"
"23948800","","","","3467","3467","3467","","","","","","","","",""
"23948928","","","","","","","1069","1069","1069","","","","","",""
"23951104","","","","","","","","","","","","","4650","4650","4650"
"23951296","","","","","","","","","","","","","4819","4819","4819"
"23952000","","","","-5000","-5000","-5000","","","","","","","","",""
"23952576","4148","4148","4148","","","","","","","","","","","",""
"23952640","","","","","","","","","","","","","4567","4567","4567"
"23952832","","","","","","","","","","-5000","-5000","-5000","","",""
"23953536","","","","","","","","","","","","","4640","4640","4640"
"23954368","","","","2681","2681","2681","","","","","","","","",""
"23954560","","","","","","","","","","2625","2625","2625","","",""
"23954944","","","","","","","","","","","","","4811","4811","4811"
"23955264","","","","","","","1476","1476","1476","","","","","",""
"23956544","","","","","","","","","","2918","2918","2918","","",""
"23957312","","","","","","","","","","","","","4639","4639","4639"
"23957632","","","","","","","","","","3717","3717","3717","","",""
"23958080","","","","","","","","","","","","","4792","4792","4792"
"23958784","","","","","","","","","","","","","4475","4475","4475"
"23959040","","","","","","","","","","3991","3991","3991","","",""
"23959424","","","","","","","","","","","","","4865","4865","4865"
"23959680","","","","","","","3450","3450","3450","","","","","",""
"23960384","","","","-5000","-5000","-5000","","","","","","","","",""
"23961216","-5000","-5000","-5000","","","","","","","","","","","",""
"23961536","","","","-5000","-5000","-5000","","","","","","","","",""
"23961856","","","","","","","","","","3355","3355","3355","","",""
"23962112","","","","","","","4138","4138","4138","","","","","",""
"23962176","","","","","","","4484","4484","4484","","","","","",""
"23963008","","","","","","","","","","","","","4734","4734","4734"
"23963072","","","","","","","","","","","","","4813","4813","4813"
"23963840","","","","","","","","","","","","","4550","4550","4550"
"23963904","","","","","","","","","","3759","3759","3759","","",""
"23964416","","","","","","","","","","4334","4334","4334","","",""
"23965312","","","","-5000","-5000","-5000","","","","","","","","",""
"23965888","","","","","","","-5000","-5000","-5000","","","","4866","4866","4866"
"23966080","-5000","-5000","-5000","","","","","","","","","","","",""
"23966336","","","","","","","","","","","","","4770","4770","4770"
"23966592","","","","2084","2084","2084","","","","","","","","",""
"23966976","","","","","","","","","","","","","4774","4774","4774"
"23967104","-5000","-5000","-5000","","","","","","","","","","","",""
"23967808","-5000","-5000","-5000","","","","","","","","","","","",""
"23968192","","","","","","","","","","","","","4679","4679","4679"
"23968256","","","","","","","","","","","","","4534","4534","4534"
"23968576","","","","","","","","","","","","","4638","4638","4638"
"23969088","","","","","","","","","","3918","3918","3918","","",""
"23969792","","","","","","","-5000","-5000","-5000","","","","","",""
"23969920","","","","","","","-5000","-5000","-5000","","","","","",""
"23971392","","","","","","","","","","4537","4537","4537","","",""
"23971776","","","","","","","","","","752","752","752","","",""
"23971840","","","","","","","","","","","","","4669","4669","4669"
"23972160","","","","","","","","","","","","","4791","4791","4791"
"23975104","","","","","","","","","","","","","4863","4863","4863"
"23975232","","","","","","","","","","","","","4626","4626","4626"
"23975872","","","","","","","","","","","","","4850","4850","4850"
"23976576","","","","","","","","","","","","","3518","3518","3518"
"23978560","","","","","","","","","","","","","4568","4568","4568"
"23978752","","","","","","","163","163","163","","","","","",""
"23979968","1363","1363","1363","","","","","","","","","","","",""
"23980160","","","","","","","","","","","","","4866","4866","4866"
"23980288","-5000","-5000","-5000","","","","","","","","","","","",""
"23980608","","","","","","","","","","","","","4926","4926","4926"
"23981824","","","","","","","","","","1278","1278","1278","","",""
"23982848","-5000","-5000","-5000","","","","","","","","","","","",""
"23983936","","","","-5000","-5000","-5000","","","","","","","","",""
"23984128","","","","","","","","","","3359","3359","3359","","",""
"23984576","","","","","","","","","","-5000","-5000","-5000","","",""
"23984768","","","","","","","","","","","","","4664","4664","4664"
"23984960","-5000","-5000","-5000","","","","","","","","","","","",""
"23985792","-5000","-5000","-5000","","","","","","","","","","","",""
"23985920","","","","","","","","","","","","","4682","4682","4682"
"23985984","1463","1463","1463","","","","","","","","","","","",""
"23986176","","","","","","","","","","3399","3399","3399","","",""
"23986560","","","","1634","1634","1634","","","","","","","","",""
"23986688","","","","","","","","","","","","","4880","4880","4880"
"23986944","","","","","","","","","","775","775","775","","",""
"23987072","","","","","","","","","","","","","4836","4836","4836"
"23987456","","","","","","","","","","","","","4761","4761","4761"
"23988096","","","","","","","","","","","","","4772","4772","4772"
"23989248","","","","","","","","","","","","","4623","4623","4623"
"23989440","","","","","","","","","","2308","2308","2308","","",""
"23989632","","","","","","","","","","3820","3820","3820","","",""
"23989760","","","","","","","-5000","-5000","-5000","","","","","",""
"23989888","295","295","295","","","","","","","","","","","",""
"23990848","","","","","","","","","","","","","4578","4578","4578"
"23991424","","","","","","","","","","3637","3637","3637","","",""
"23991808","","","","","","","","","","","","","4344","4344","4344"
"23991872","","","","","","","","","","-5000","-5000","-5000","","",""
"23992256","","","","-5000","-5000","-5000","","","","","","","","",""
"23992704","","","","","","","","","","3120","3120","3120","","",""
"23993088","","","","","","","","","","4176","4176","4176","","",""
"23994432","","","","2888","2888","2888","","","","","","","","",""
"23995712","","","","","","","","","","","","","4105","4105","4105"
"23996480","2437","2437","2437","","","","","","","","","","","",""
"23997440","","","","","","","","","","","","","4879","4879","4879"
"23997504","","","","","","","143","143","143","","","","","",""
"23998016","","","","","","","","","","","","","4642","4642","4642"
"23998272","","","","","","","","","","","","","4227","4227","4227"
"23998336","-5000","-5000","-5000","","","","","","","","","","","",""
"23998720","","","","","","","","","","","","","4901","4901","4901"
"23998912","","","","","","","3321","3321","3321","","","","","",""
"23999168","-5000","-5000","-5000","","","","","","","","","","","",""
"23999360","","","","","","","4418","4418","4418","","","","","",""
"24000320","3994","3994","3994","","","","","","","","","","","",""
"24000448","-5000","-5000","-5000","","","","","","","","","","","",""
"24001024","","","","-5000","-5000","-5000","","","","","","","","",""
"24001088","","","","","","","","","","4100","4100","4100","","",""
"24001152","","","","","","","","","","1677","1677","1677","","",""
"24002048","","","","","","","","","","3074","3074","3074","","",""
"24002368","","","","","","","","","","","","","4743","4743","4743"
"24002496","","","","","","","","","","2879","2879","2879","","",""
"24004352","","","","","","","","","","","","","4789","4789","4789"
"24005184","","","","","","","","","","","","","4861","4861","4861"
"24005248","","","","","","","-5000","-5000","-5000","","","","","",""
"24005696","-5000","-5000","-5000","","","","","","","","","","","",""
"24005824","","","","","","","","","","3927","3927","3927","","",""
"24007424","","","","3005","3005","3005","","","","","","","4573","4573","4573"
"24008320","","","","-5000","-5000","-5000","","","","","","","","",""
"24008512","","","","","","","","","","2964","2964","2964","","",""
"24010048","","","","","","","","","","","","","4859","4859","4859"
"24010432","","","","","","","-5000","-5000","-5000","","","","","",""
"24011584","","","","","","","3870","3870","3870","","","","","",""
"24011840","","","","","","","","","","1795","1795","1795","","",""
"24012480","","","","","","","","","","","","","4530","4530","4530"
"24012608","","","","","","","","","","4638","4638","4638","","",""
"24013056","","","","1813","1813","1813","","","","","","","","",""
"24013248","","","","","","","","","","","","","4573","4573","4573"
"24014464","","","","","","","","","","3949","3949","3949","","",""
"24015616","","","","","","","","","","1952","1952","1952","","",""
"24016256","","","","","","","","","","4619","4619","4619","","",""
"24016512","","","","3802","3802","3802","","","","4146","4146","4146","","",""
"24017536","","","","","","","","","","","","","4926","4926","4926"
"24017984","","","","","","","","","","-5000","-5000","-5000","","",""
"24018048","","","","","","","","","","","","","4871","4871","4871"
"24018176","","","","","","","","","","418","418","418","","",""
"24018240","","","","","","","","","","","","","4648","4648","4648"
"24018304","","","","","","","","","","","","","4871","4871","4871"
"24019072","","","","","","","","","","1916","1916","1916","","",""
"24019520","","","","","","","","","","","","","4487","4487","4487"
"24019584","","","","","","","","","","4032","4032","4032","","",""
"24019648","2494","2494","2494","","","","","","","","","","4676","4676","4676"
"24020032","","","","","","","","","","-5000","-5000","-5000","","",""
"24020800","-5000","-5000","-5000","","","","","","","","","","","",""
"24020928","","","","","","","-5000","-5000","-5000","3115","3115","3115","","",""
"24021120","","","","-5000","-5000","-5000","","","","","","","","",""
"24022656","","","","","","","","","","4090","4090","4090","","",""
"24022784","","","","-5000","-5000","-5000","1182","1182","1182","","","","","",""
"24023104","-5000","-5000","-5000","","","","","","","","","","","",""
"24023296","","","","","","","","","","3996","3996","3996","","",""
"24023744","","","","-5000","-5000","-5000","","","","","","","","",""
"24024320","","","","","","","","","","","","","3784","3784","3784"
"24024576","","","","","","","","","","","","","4876","4876","4876"
"24025344","","","","1262","1262","1262","","","","","","","","",""
"24025856","","","","","","","","","","","","","4358","4358","4358"
"24025920","","","","","","","4123","4123","4123","","","","","",""
"24026496","","","","","","","","","","404","404","404","","",""
"24026624","","","","","","","3203","3203","3203","","","","","",""
"24027200","","","","","","","","","","","","","4245","4245","4245"
"24027520","","","","-5000","-5000","-5000","","","","","","","","",""
"24027776","-5000","-5000","-5000","","","","","","","","","","","",""
"24027840","","","","","","","","","","","","","4592","4592","4592"
"24028032","249","249","249","","","","","","","","","","4716","4716","4716"
"24029120","","","","","","","","","","","","","4235","4235","4235"
"24029248","","","","","","","","","","","","","4485","4485","4485"
"24030016","","","","","","","431","431","431","","","","","",""
"24030336","","","","","","","","","","4418","4418","4418","","",""
"24030912","","","","","","","978","978","978","","","","","",""
"24031168","","","","","","","3420","3420","3420","","","","4629","4629","4629"
"24031424","","","","-5000","-5000","-5000","","","","","","","","",""
"24031552","","","","","","","","","","","","","4674","4674","4674"
"24031808","411","411","411","","","","","","","","","","","",""
"24032128","","","","","","","","","","","","","4087","4087","4087"
"24033920","","","","","","","","","","","","","4777","4777","4777"
"24035392","","","","","","","","","","4163","4163","4163","","",""
"24035712","","","","","","","","","","3256","3256","3256","","",""
"24035904","","","","","","","","","","","","","4238","4238","4238"
"24036672","","","","","","","","","","","","","4724","4724","4724"
"24037632","","","","","","","","","","","","","4850","4850","4850"
"24037760","","","","","","","","","","","","","4502","4502","4502"
"24038080","","","","","","","","","","2832","2832","2832","","",""
"24038528","","","","","","","","","","","","","4839","4839","4839"
"24038912","","","","","","","-5000","-5000","-5000","","","","","",""
"24039040","","","","","","","","","","3095","3095","3095","","",""
"24040256","","","","1785","1785","1785","","","","","","","","",""
