"Step","baseline_runseed=4 - training/episode/reward","baseline_runseed=4 - training/episode/reward__MIN","baseline_runseed=4 - training/episode/reward__MAX","baseline_runseed=3 - training/episode/reward","baseline_runseed=3 - training/episode/reward__MIN","baseline_runseed=3 - training/episode/reward__MAX","baseline_runseed=2 - training/episode/reward","baseline_runseed=2 - training/episode/reward__MIN","baseline_runseed=2 - training/episode/reward__MAX","baseline_runseed=1 - training/episode/reward","baseline_runseed=1 - training/episode/reward__MIN","baseline_runseed=1 - training/episode/reward__MAX","baseline_runseed=0 - training/episode/reward","baseline_runseed=0 - training/episode/reward__MIN","baseline_runseed=0 - training/episode/reward__MAX"
"19172672","","","","","","","","","","","","","3788","3788","3788"
"19172864","365","365","365","","","","","","","","","","","",""
"19174272","-5000","-5000","-5000","","","","","","","","","","","",""
"19175872","","","","","","","-5000","-5000","-5000","","","","","",""
"19176192","","","","","","","","","","","","","4699","4699","4699"
"19176512","","","","","","","","","","","","","4123","4123","4123"
"19176896","","","","","","","","","","3583","3583","3583","","",""
"19178560","-5000","-5000","-5000","","","","","","","","","","","",""
"19178816","","","","","","","","","","","","","4548","4548","4548"
"19180160","","","","1835","1835","1835","","","","","","","","",""
"19180288","","","","","","","","","","","","","4649","4649","4649"
"19180416","","","","","","","","","","","","","4558","4558","4558"
"19182848","","","","","","","","","","","","","4740","4740","4740"
"19184320","","","","","","","813","813","813","","","","","",""
"19185984","","","","4183","4183","4183","","","","","","","","",""
"19186240","","","","","","","-5000","-5000","-5000","","","","","",""
"19186432","","","","","","","","","","2857","2857","2857","","",""
"19186624","","","","","","","1810","1810","1810","","","","","",""
"19187264","","","","","","","","","","","","","4863","4863","4863"
"19187328","","","","-5000","-5000","-5000","","","","","","","","",""
"19187584","","","","","","","-5000","-5000","-5000","","","","","",""
"19187648","","","","","","","","","","","","","4165","4165","4165"
"19188480","","","","","","","","","","2196","2196","2196","","",""
"19188864","","","","","","","","","","","","","4415","4415","4415"
"19188928","","","","","","","-5000","-5000","-5000","","","","","",""
"19189504","","","","","","","","","","3524","3524","3524","","",""
"19189888","","","","","","","","","","3743","3743","3743","","",""
"19190208","","","","","","","","","","3246","3246","3246","","",""
"19190720","","","","","","","","","","","","","2680","2680","2680"
"19190784","","","","","","","","","","3878","3878","3878","3968","3968","3968"
"19190848","","","","","","","","","","","","","4895","4895","4895"
"19191040","","","","","","","126","126","126","","","","","",""
"19192128","","","","","","","","","","","","","4774","4774","4774"
"19192384","","","","","","","","","","","","","4519","4519","4519"
"19192640","-5000","-5000","-5000","","","","","","","","","","","",""
"19192960","","","","","","","","","","4219","4219","4219","","",""
"19193408","","","","","","","","","","3876","3876","3876","","",""
"19193920","-5000","-5000","-5000","","","","","","","","","","3936","3936","3936"
"19194112","","","","","","","-5000","-5000","-5000","","","","","",""
"19194304","","","","","","","","","","","","","4534","4534","4534"
"19195200","","","","","","","","","","","","","4025","4025","4025"
"19195328","","","","","","","4696","4696","4696","","","","","",""
"19195968","897","897","897","","","","","","","","","","","",""
"19196032","","","","","","","","","","3799","3799","3799","","",""
"19196544","","","","3591","3591","3591","","","","","","","","",""
"19197184","","","","","","","","","","","","","4850","4850","4850"
"19198400","","","","","","","2657","2657","2657","","","","","",""
"19198976","","","","190","190","190","","","","","","","","",""
"19199488","","","","","","","","","","","","","4868","4868","4868"
"19199680","","","","","","","","","","3003","3003","3003","","",""
"19200256","3439","3439","3439","","","","","","","","","","","",""
"19200320","","","","-5000","-5000","-5000","3151","3151","3151","","","","","",""
"19200576","2458","2458","2458","","","","","","","","","","","",""
"19200896","","","","","","","","","","","","","4425","4425","4425"
"19201216","","","","","","","","","","","","","4566","4566","4566"
"19201856","3246","3246","3246","","","","","","","","","","4848","4848","4848"
"19204096","","","","","","","3036","3036","3036","","","","","",""
"19204608","1296","1296","1296","","","","","","","","","","","",""
"19206784","","","","","","","","","","2687","2687","2687","","",""
"19206912","","","","","","","","","","","","","4510","4510","4510"
"19206976","-5000","-5000","-5000","","","","","","","","","","4362","4362","4362"
"19207360","-5000","-5000","-5000","","","","","","","","","","","",""
"19207616","","","","","","","-5000","-5000","-5000","","","","","",""
"19208832","","","","","","","1274","1274","1274","","","","","",""
"19208960","","","","","","","","","","2705","2705","2705","","",""
"19209728","","","","","","","","","","","","","4862","4862","4862"
"19210944","","","","","","","","","","","","","4138","4138","4138"
"19211072","","","","","","","","","","","","","4783","4783","4783"
"19211904","","","","","","","","","","","","","4871","4871","4871"
"19212672","","","","","","","","","","","","","4416","4416","4416"
"19212928","","","","","","","","","","","","","4642","4642","4642"
"19213568","","","","-5000","-5000","-5000","","","","","","","","",""
"19214016","-5000","-5000","-5000","","","","","","","","","","","",""
"19214080","","","","","","","1362","1362","1362","","","","","",""
"19214528","","","","","","","","","","3022","3022","3022","","",""
"19215104","","","","","","","","","","","","","4669","4669","4669"
"19215360","","","","","","","","","","4399","4399","4399","","",""
"19215616","","","","","","","","","","","","","4776","4776","4776"
"19216384","","","","","","","3805","3805","3805","","","","","",""
"19216832","","","","","","","","","","","","","4715","4715","4715"
"19217088","","","","-5000","-5000","-5000","","","","","","","","",""
"19217920","","","","","","","","","","3328","3328","3328","","",""
"19218496","","","","","","","4849","4849","4849","","","","","",""
"19219072","747","747","747","","","","","","","","","","","",""
"19219456","","","","","","","","","","","","","4763","4763","4763"
"19219520","","","","","","","","","","3235","3235","3235","","",""
"19220096","","","","","","","-5000","-5000","-5000","","","","","",""
"19220160","","","","","","","","","","","","","4766","4766","4766"
"19220864","","","","","","","","","","-5000","-5000","-5000","","",""
"19220992","","","","","","","","","","","","","4527","4527","4527"
"19222016","","","","293","293","293","","","","1027","1027","1027","","",""
"19222272","3494","3494","3494","","","","","","","","","","","",""
"19222400","","","","","","","","","","","","","4321","4321","4321"
"19223168","","","","-5000","-5000","-5000","","","","","","","","",""
"19223296","-5000","-5000","-5000","","","","","","","","","","","",""
"19223616","","","","","","","","","","","","","4618","4618","4618"
"19224064","","","","-5000","-5000","-5000","","","","","","","","",""
"19224448","4194","4194","4194","","","","","","","","","","","",""
"19225664","","","","","","","","","","3767","3767","3767","","",""
"19226112","","","","","","","","","","","","","4828","4828","4828"
"19226496","-5000","-5000","-5000","","","","","","","","","","4298","4298","4298"
"19229440","","","","","","","","","","","","","4218","4218","4218"
"19229888","-5000","-5000","-5000","","","","","","","","","","","",""
"19230016","","","","","","","","","","3241","3241","3241","","",""
"19230592","","","","","","","","","","2591","2591","2591","","",""
"19231744","","","","","","","378","378","378","","","","","",""
"19232128","","","","","","","","","","3404","3404","3404","","",""
"19232256","","","","","","","","","","","","","4865","4865","4865"
"19233216","-5000","-5000","-5000","","","","","","","","","","","",""
"19233408","","","","","","","","","","2265","2265","2265","","",""
"19233536","","","","","","","","","","","","","4662","4662","4662"
"19235712","","","","","","","","","","3479","3479","3479","4478","4478","4478"
"19236032","-5000","-5000","-5000","","","","2854","2854","2854","","","","3908","3908","3908"
"19236800","","","","","","","","","","","","","4369","4369","4369"
"19236928","","","","","","","2155","2155","2155","","","","","",""
"19237120","","","","","","","","","","","","","4893","4893","4893"
"19237312","","","","","","","","","","","","","4605","4605","4605"
"19238656","","","","","","","","","","4184","4184","4184","","",""
"19239104","","","","","","","","","","","","","4797","4797","4797"
"19239168","","","","","","","","","","","","","4802","4802","4802"
"19239616","","","","","","","","","","","","","4625","4625","4625"
"19240064","","","","","","","","","","","","","4807","4807","4807"
"19240320","-5000","-5000","-5000","","","","","","","","","","","",""
"19240832","","","","","","","","","","3621","3621","3621","","",""
"19241216","","","","","","","","","","4462","4462","4462","","",""
"19241728","2990","2990","2990","","","","","","","","","","","",""
"19241792","","","","","","","","","","","","","3100","3100","3100"
"19242240","","","","","","","","","","","","","4075","4075","4075"
"19242944","","","","","","","1080","1080","1080","","","","","",""
"19243200","","","","","","","","","","","","","3813","3813","3813"
"19243264","","","","","","","4151","4151","4151","","","","","",""
"19243520","","","","","","","","","","","","","4796","4796","4796"
"19243648","341","341","341","899","899","899","","","","","","","","",""
"19244672","","","","","","","","","","","","","4350","4350","4350"
"19244800","","","","","","","","","","2875","2875","2875","","",""
"19245184","","","","","","","","","","-5000","-5000","-5000","4373","4373","4373"
"19245248","","","","","","","","","","2160","2160","2160","","",""
"19245824","","","","-5000","-5000","-5000","","","","","","","","",""
"19247104","","","","","","","","","","4608","4608","4608","","",""
"19247552","","","","","","","","","","","","","4815","4815","4815"
"19247616","","","","","","","","","","","","","4719","4719","4719"
"19247680","","","","3793","3793","3793","","","","","","","","",""
"19247808","","","","","","","","","","","","","4402","4402","4402"
"19249088","","","","","","","","","","3568","3568","3568","","",""
"19249280","","","","","","","","","","2289","2289","2289","","",""
"19250560","","","","","","","","","","3740","3740","3740","","",""
"19252032","","","","","","","","","","","","","4840","4840","4840"
"19252480","2120","2120","2120","","","","","","","","","","","",""
"19252992","","","","-5000","-5000","-5000","","","","","","","","",""
"19254272","","","","","","","","","","1161","1161","1161","","",""
"19254848","","","","","","","","","","1985","1985","1985","","",""
"19255040","","","","","","","","","","1589","1589","1589","","",""
"19255872","115","115","115","","","","","","","","","","","",""
"19256256","","","","","","","","","","","","","4733","4733","4733"
"19256320","","","","","","","","","","","","","3814","3814","3814"
"19256640","","","","","","","","","","1837","1837","1837","","",""
"19256704","","","","","","","3412","3412","3412","","","","","",""
"19256832","","","","-5000","-5000","-5000","","","","","","","","",""
"19257216","","","","","","","","","","","","","4606","4606","4606"
"19258240","","","","3115","3115","3115","","","","","","","","",""
