"Step","melting_softmax_runseed=4 - training/episode/length","melting_softmax_runseed=4 - training/episode/length__MIN","melting_softmax_runseed=4 - training/episode/length__MAX","melting_softmax_runseed=3 - training/episode/length","melting_softmax_runseed=3 - training/episode/length__MIN","melting_softmax_runseed=3 - training/episode/length__MAX","melting_softmax_runseed=2 - training/episode/length","melting_softmax_runseed=2 - training/episode/length__MIN","melting_softmax_runseed=2 - training/episode/length__MAX","melting_softmax_runseed=1 - training/episode/length","melting_softmax_runseed=1 - training/episode/length__MIN","melting_softmax_runseed=1 - training/episode/length__MAX","melting_softmax_runseed=0 - training/episode/length","melting_softmax_runseed=0 - training/episode/length__MIN","melting_softmax_runseed=0 - training/episode/length__MAX"
"29728512","402","402","402","","","","","","","","","","","",""
"29729280","","","","1081","1081","1081","","","","","","","","",""
"29729536","","","","441","441","441","","","","","","","","",""
"29729728","409","409","409","","","","","","","","","","","",""
"29730112","","","","","","","","","","1040","1040","1040","","",""
"29730432","","","","","","","","","","","","","670","670","670"
"29730560","175","175","175","","","","","","","","","","","",""
"29731136","","","","","","","","","","","","","179","179","179"
"29731648","","","","160","160","160","","","","","","","","",""
"29731776","267","267","267","172","172","172","","","","","","","","",""
"29731968","","","","285","285","285","","","","","","","","",""
"29732672","","","","","","","","","","398","398","398","","",""
"29733248","","","","","","","","","","617","617","617","","",""
"29733376","","","","1433","1433","1433","","","","","","","","",""
"29733440","","","","","","","","","","","","","872","872","872"
"29733632","","","","","","","5000","5000","5000","","","","","",""
"29733696","","","","","","","","","","","","","413","413","413"
"29733760","","","","","","","","","","359","359","359","","",""
"29733824","458","458","458","","","","","","","","","","","",""
"29734080","","","","1505","1505","1505","","","","","","","","",""
"29734592","","","","","","","","","","429","429","429","","",""
"29734656","474","474","474","","","","","","","","","","","",""
"29735680","","","","","","","5000","5000","5000","","","","","",""
"29735872","","","","","","","","","","","","","404","404","404"
"29736576","","","","","","","","","","158","158","158","","",""
"29737344","","","","918","918","918","","","","","","","","",""
"29737600","602","602","602","","","","","","","","","","","",""
"29737728","","","","","","","","","","","","","342","342","342"
"29737984","","","","","","","","","","863","863","863","","",""
"29738432","","","","300","300","300","","","","","","","","",""
"29739072","","","","","","","","","","","","","294","294","294"
"29739136","","","","","","","","","","","","","270","270","270"
"29739264","73","73","73","","","","","","","","","","","",""
"29739328","","","","542","542","542","","","","","","","","",""
"29739392","","","","","","","","","","","","","387","387","387"
"29739520","","","","","","","","","","","","","342","342","342"
"29739840","","","","266","266","266","","","","","","","384","384","384"
"29740032","","","","","","","","","","467","467","467","","",""
"29740288","","","","","","","","","","816","816","816","","",""
"29740416","","","","","","","","","","","","","262","262","262"
"29740544","507","507","507","","","","","","","","","","","",""
"29740800","244","244","244","","","","","","","","","","","",""
"29740928","103","103","103","","","","","","","","","","","",""
"29740992","345","345","345","","","","","","","","","","614","614","614"
"29741056","","","","","","","","","","199","199","199","","",""
"29741376","","","","","","","","","","","","","346","346","346"
"29741440","","","","140","140","140","","","","","","","","",""
"29742400","","","","","","","5000","5000","5000","","","","","",""
"29742656","74","74","74","","","","","","","","","","","",""
"29742912","","","","","","","","","","","","","110","110","110"
"29743040","","","","123","123","123","","","","","","","381","381","381"
"29743424","","","","","","","","","","146","146","146","","",""
"29743552","","","","300","300","300","","","","","","","","",""
"29745024","","","","","","","","","","","","","1010","1010","1010"
"29745408","","","","157","157","157","","","","","","","","",""
"29745728","","","","","","","","","","196","196","196","","",""
"29746752","","","","496","496","496","","","","","","","","",""
"29746816","","","","","","","","","","","","","700","700","700"
"29747072","747","747","747","223","223","223","","","","","","","","",""
"29747392","","","","2169","2169","2169","","","","","","","210","210","210"
"29747456","","","","","","","","","","127","127","127","","",""
"29748224","","","","205","205","205","","","","","","","","",""
"29748544","136","136","136","","","","","","","","","","","",""
"29748800","","","","","","","","","","","","","630","630","630"
"29749056","","","","322","322","322","","","","","","","","",""
"29749120","217","217","217","","","","","","","","","","","",""
"29749696","","","","","","","","","","265","265","265","","",""
"29750080","","","","135","135","135","","","","","","","","",""
"29750208","","","","","","","5000","5000","5000","","","","","",""
"29750400","1194","1194","1194","","","","","","","","","","","",""
"29750592","","","","141","141","141","","","","","","","","",""
"29751040","","","","","","","","","","331","331","331","","",""
"29751488","","","","887","887","887","","","","","","","","",""
"29752128","","","","","","","","","","","","","787","787","787"
"29752320","","","","774","774","774","","","","","","","","",""
"29753088","","","","","","","","","","346","346","346","","",""
"29753600","79","79","79","","","","","","","","","","","",""
"29753920","","","","693","693","693","","","","","","","","",""
"29754048","","","","","","","","","","374","374","374","","",""
"29754368","","","","241","241","241","","","","","","","","",""
"29755008","","","","","","","","","","","","","237","237","237"
"29755392","364","364","364","508","508","508","","","","","","","","",""
"29755520","","","","","","","","","","60","60","60","","",""
"29755648","975","975","975","","","","5000","5000","5000","","","","","",""
"29755776","","","","105","105","105","","","","","","","","",""
"29756032","","","","1271","1271","1271","","","","","","","","",""
"29756224","","","","440","440","440","","","","165","165","165","191","191","191"
"29756288","","","","","","","","","","190","190","190","","",""
"29756672","","","","","","","","","","","","","274","274","274"
"29756800","152","152","152","","","","","","","","","","","",""
"29756864","","","","","","","","","","435","435","435","","",""
"29757056","276","276","276","","","","","","","","","","","",""
"29757568","","","","","","","5000","5000","5000","","","","","",""
"29757888","","","","1057","1057","1057","","","","","","","","",""
"29757952","272","272","272","","","","","","","","","","","",""
"29758848","","","","","","","","","","","","","419","419","419"
"29759424","","","","","","","","","","666","666","666","","",""
"29759488","185","185","185","","","","","","","","","","","",""
"29759616","","","","","","","","","","318","318","318","","",""
"29759936","","","","","","","5000","5000","5000","","","","","",""
"29760000","","","","1128","1128","1128","","","","","","","","",""
"29760128","259","259","259","","","","","","","","","","","",""
"29760704","","","","246","246","246","","","","","","","","",""
"29761024","","","","149","149","149","","","","","","","","",""
"29761216","581","581","581","","","","","","","","","","","",""
"29761792","","","","1496","1496","1496","","","","","","","","",""
"29761856","","","","","","","","","","420","420","420","","",""
"29762624","","","","","","","","","","105","105","105","","",""
"29762688","","","","","","","","","","","","","222","222","222"
"29762880","","","","","","","","","","","","","147","147","147"
"29763136","","","","246","246","246","","","","","","","","",""
"29763456","563","563","563","","","","","","","","","","","",""
"29763648","","","","","","","","","","777","777","777","","",""
"29763840","","","","817","817","817","","","","","","","","",""
"29764032","","","","","","","","","","164","164","164","","",""
"29764608","","","","619","619","619","","","","","","","","",""
"29765120","","","","485","485","485","","","","","","","","",""
"29765376","149","149","149","","","","","","","","","","","",""
"29765632","","","","1101","1101","1101","","","","","","","","",""
"29765952","","","","","","","","","","447","447","447","120","120","120"
"29766528","","","","232","232","232","","","","","","","","",""
"29766656","","","","","","","","","","314","314","314","","",""
"29766912","","","","156","156","156","","","","","","","","",""
"29766976","","","","183","183","183","","","","","","","","",""
"29767616","","","","","","","","","","","","","77","77","77"
"29767872","671","671","671","","","","","","","","","","","",""
"29768256","429","429","429","","","","","","","","","","","",""
"29768896","309","309","309","","","","","","","","","","","",""
"29768960","","","","477","477","477","","","","","","","","",""
"29769088","","","","855","855","855","","","","","","","","",""
"29769408","","","","","","","","","","354","354","354","270","270","270"
"29769792","449","449","449","","","","","","","","","","","",""
"29770048","","","","","","","","","","220","220","220","","",""
"29770368","","","","","","","","","","678","678","678","","",""
"29770752","","","","","","","","","","118","118","118","","",""
"29771200","582","582","582","","","","","","","","","","","",""
"29771520","260","260","260","","","","","","","","","","507","507","507"
"29771712","","","","","","","","","","344","344","344","","",""
"29771840","","","","628","628","628","","","","","","","577","577","577"
"29772352","","","","","","","","","","","","","245","245","245"
"29773696","","","","","","","","","","","","","379","379","379"
"29774208","","","","150","150","150","","","","","","","","",""
"29774272","","","","1487","1487","1487","","","","","","","","",""
"29774336","218","218","218","","","","","","","","","","","",""
"29774400","","","","380","380","380","","","","","","","","",""
"29774656","163","163","163","","","","","","","","","","","",""
"29774720","","","","","","","","","","","","","412","412","412"
"29775360","","","","","","","","","","","","","212","212","212"
"29775552","","","","276","276","276","","","","","","","","",""
"29775680","","","","","","","","","","153","153","153","","",""
"29775744","","","","","","","","","","590","590","590","","",""
"29776128","","","","","","","","","","279","279","279","","",""
"29776640","","","","201","201","201","","","","","","","","",""
"29776832","","","","","","","","","","","","","634","634","634"
"29776960","","","","","","","","","","228","228","228","","",""
"29777408","","","","498","498","498","","","","","","","","",""
"29778176","","","","435","435","435","","","","","","","","",""
"29778432","","","","","","","","","","141","141","141","","",""
"29778560","","","","","","","","","","","","","1025","1025","1025"
"29778880","","","","","","","","","","509","509","509","","",""
"29778944","208","208","208","","","","","","","","","","","",""
"29779072","789","789","789","","","","","","","","","","","",""
"29779392","","","","215","215","215","","","","","","","","",""
"29779648","172","172","172","","","","","","","","","","","",""
"29780096","1075","1075","1075","","","","","","","","","","","",""
"29780160","","","","368","368","368","","","","","","","","",""
"29781440","","","","316","316","316","","","","","","","","",""
"29781760","322","322","322","","","","","","","","","","","",""
"29781952","","","","","","","","","","413","413","413","","",""
"29782208","","","","406","406","406","","","","","","","","",""
"29782720","","","","","","","","","","545","545","545","","",""
"29783552","715","715","715","","","","","","","","","","","",""
"29783808","","","","","","","","","","","","","225","225","225"
"29783936","","","","234","234","234","","","","","","","","",""
"29784832","","","","","","","","","","","","","210","210","210"
"29785216","","","","","","","","","","329","329","329","","",""
"29785280","","","","","","","","","","530","530","530","","",""
"29785408","","","","","","","","","","","","","848","848","848"
"29786176","","","","","","","","","","196","196","196","","",""
"29786432","","","","893","893","893","","","","","","","496","496","496"
"29786688","","","","983","983","983","","","","","","","","",""
"29786880","","","","604","604","604","","","","","","","","",""
"29787200","196","196","196","","","","","","","","","","","",""
"29787392","","","","1312","1312","1312","","","","","","","","",""
"29787904","1217","1217","1217","","","","","","","","","","","",""
"29788096","","","","","","","","","","485","485","485","","",""
"29788224","562","562","562","","","","","","","","","","","",""
"29788672","","","","","","","","","","133","133","133","","",""
"29788928","","","","561","561","561","","","","","","","","",""
"29789568","94","94","94","","","","","","","","","","","",""
"29789952","1139","1139","1139","","","","","","","","","","","",""
"29790144","","","","","","","","","","128","128","128","","",""
"29790336","","","","","","","","","","252","252","252","","",""
"29790656","168","168","168","","","","","","","","","","","",""
"29790784","","","","","","","","","","","","","484","484","484"
"29791424","","","","","","","","","","","","","803","803","803"
"29791552","","","","119","119","119","","","","199","199","199","","",""
"29791872","","","","","","","","","","507","507","507","","",""
"29792000","128","128","128","","","","","","","","","","","",""
"29792064","1571","1571","1571","","","","","","","","","","515","515","515"
"29792256","","","","154","154","154","","","","","","","","",""
"29792576","","","","","","","","","","","","","184","184","184"
"29792768","","","","","","","","","","","","","409","409","409"
"29792832","157","157","157","","","","","","","","","","","",""
"29792960","","","","","","","","","","","","","275","275","275"
"29793280","","","","","","","","","","","","","107","107","107"
"29794176","","","","474","474","474","","","","","","","304","304","304"
"29794240","600","600","600","","","","","","","238","238","238","","",""
"29794368","","","","","","","","","","1249","1249","1249","450","450","450"
"29794496","","","","","","","","","","557","557","557","","",""
"29794944","","","","406","406","406","","","","","","","","",""
"29795200","","","","178","178","178","","","","","","","","",""
"29795392","195","195","195","","","","","","","","","","","",""
"29795648","","","","","","","","","","528","528","528","","",""
"29795712","","","","","","","","","","","","","607","607","607"
"29796544","","","","1079","1079","1079","","","","679","679","679","","",""
"29796992","","","","893","893","893","","","","","","","","",""
"29797440","","","","","","","","","","","","","656","656","656"
"29797568","","","","1145","1145","1145","","","","","","","","",""
"29798016","","","","101","101","101","","","","206","206","206","","",""
"29798272","130","130","130","106","106","106","","","","","","","221","221","221"
"29798400","","","","","","","","","","290","290","290","325","325","325"
"29798464","595","595","595","","","","","","","","","","","",""
"29798592","","","","585","585","585","","","","","","","","",""
"29798656","","","","496","496","496","","","","","","","","",""
"29798784","332","332","332","","","","","","","","","","","",""
"29799040","191","191","191","","","","","","","","","","","",""
"29799104","301","301","301","264","264","264","","","","","","","","",""
"29799360","","","","","","","","","","123","123","123","","",""
"29799616","","","","","","","","","","526","526","526","","",""
"29799872","","","","310","310","310","","","","","","","","",""
"29800000","","","","","","","","","","","","","370","370","370"
"29800640","","","","","","","","","","","","","1509","1509","1509"
"29800832","","","","382","382","382","","","","","","","","",""
"29800960","","","","220","220","220","","","","","","","","",""
"29801088","","","","327","327","327","","","","","","","","",""
"29801152","1486","1486","1486","","","","","","","","","","","",""
"29801600","","","","198","198","198","","","","","","","","",""
"29802496","185","185","185","380","380","380","","","","","","","","",""
"29802560","497","497","497","","","","","","","","","","424","424","424"
"29803136","","","","","","","","","","","","","98","98","98"
"29803328","","","","","","","","","","","","","280","280","280"
"29804288","267","267","267","","","","","","","988","988","988","","",""
"29804544","","","","770","770","770","","","","","","","","",""
"29804800","","","","","","","","","","458","458","458","","",""
"29804864","","","","","","","","","","101","101","101","","",""
"29805312","","","","","","","","","","","","","143","143","143"
"29805440","","","","","","","","","","","","","389","389","389"
"29805632","115","115","115","","","","","","","","","","","",""
"29806016","","","","1070","1070","1070","","","","","","","","",""
"29806208","168","168","168","","","","","","","","","","","",""
"29806784","","","","","","","","","","373","373","373","","",""
"29806848","678","678","678","","","","","","","","","","","",""
"29807232","","","","","","","","","","332","332","332","782","782","782"
"29807424","","","","","","","","","","346","346","346","","",""
"29807552","","","","","","","","","","514","514","514","","",""
"29807872","","","","","","","","","","","","","333","333","333"
"29808128","","","","102","102","102","","","","","","","","",""
"29808256","","","","","","","","","","","","","494","494","494"
"29808640","","","","215","215","215","","","","","","","","",""
"29809536","","","","1639","1639","1639","","","","","","","","",""
"29809856","","","","","","","","","","","","","242","242","242"
"29810048","","","","131","131","131","","","","","","","","",""
"29810112","401","401","401","","","","","","","","","","","",""
"29810304","273","273","273","","","","","","","","","","","",""
"29811200","","","","","","","","","","307","307","307","","",""
"29811456","854","854","854","","","","","","","","","","","",""
"29811648","","","","","","","","","","272","272","272","","",""
"29812800","290","290","290","","","","","","","","","","","",""
"29813056","218","218","218","","","","","","","","","","","",""
"29813376","102","102","102","","","","","","","","","","","",""
"29813504","","","","172","172","172","","","","","","","","",""
"29813568","","","","","","","","","","756","756","756","","",""
"29813824","","","","","","","","","","597","597","597","","",""
"29814400","139","139","139","","","","","","","","","","","",""
"29814656","","","","","","","","","","","","","674","674","674"
"29814784","","","","","","","","","","","","","572","572","572"
"29814848","","","","905","905","905","","","","","","","","",""
"29815296","","","","","","","","","","195","195","195","","",""
"29816192","255","255","255","","","","","","","","","","","",""
"29816448","","","","111","111","111","","","","","","","","",""
"29816960","390","390","390","","","","","","","","","","","",""
"29817024","","","","875","875","875","","","","","","","","",""
"29817088","","","","","","","","","","","","","177","177","177"
"29817280","","","","592","592","592","","","","","","","","",""
"29817408","","","","557","557","557","","","","","","","","",""
"29817472","","","","1045","1045","1045","","","","","","","","",""
"29818048","312","312","312","","","","","","","","","","","",""
"29818432","","","","485","485","485","","","","","","","","",""
"29818560","","","","","","","","","","","","","710","710","710"
"29818624","748","748","748","","","","","","","","","","","",""
"29818880","1029","1029","1029","","","","","","","","","","","",""
"29818944","","","","","","","5000","5000","5000","","","","","",""
"29819200","","","","","","","","","","192","192","192","","",""
"29819456","","","","","","","","","","","","","891","891","891"
"29819968","","","","","","","","","","642","642","642","","",""
"29820416","","","","","","","","","","","","","499","499","499"
"29820672","","","","","","","","","","1095","1095","1095","","",""
"29820736","715","715","715","","","","","","","","","","","",""
"29821696","","","","","","","5000","5000","5000","","","","","",""
"29821760","","","","205","205","205","","","","","","","","",""
"29821824","","","","","","","","","","","","","212","212","212"
"29823104","","","","","","","","","","792","792","792","","",""
"29823296","461","461","461","","","","","","","289","289","289","","",""
"29823488","","","","","","","","","","","","","1399","1399","1399"
"29824320","","","","203","203","203","","","","","","","","",""
"29824512","","","","","","","","","","","","","849","849","849"
"29824768","","","","","","","","","","544","544","544","","",""
"29825344","","","","","","","","","","573","573","573","","",""
"29825536","","","","626","626","626","","","","","","","","",""
"29825600","","","","","","","","","","294","294","294","","",""
"29825792","436","436","436","","","","","","","","","","","",""
"29826176","","","","425","425","425","","","","","","","","",""
"29826368","","","","556","556","556","","","","","","","","",""
"29826432","","","","853","853","853","","","","","","","","",""
"29826560","","","","815","815","815","","","","","","","","",""
"29826624","","","","184","184","184","","","","","","","","",""
"29827328","","","","","","","","","","","","","122","122","122"
"29827392","","","","","","","","","","745","745","745","","",""
"29827456","194","194","194","","","","","","","","","","","",""
"29827968","","","","179","179","179","","","","","","","","",""
"29828160","198","198","198","793","793","793","","","","","","","","",""
"29828608","","","","","","","","","","","","","64","64","64"
"29828864","","","","916","916","916","","","","","","","","",""
"29829056","","","","575","575","575","","","","","","","","",""
"29829120","951","951","951","","","","","","","","","","329","329","329"
"29829184","","","","76","76","76","","","","","","","","",""
"29829312","","","","376","376","376","","","","","","","","",""
"29829696","217","217","217","","","","","","","","","","","",""
"29829760","573","573","573","","","","","","","","","","","",""
"29829824","","","","","","","","","","809","809","809","","",""
"29830016","","","","","","","","","","223","223","223","","",""
"29830144","201","201","201","","","","","","","598","598","598","","",""
"29830336","","","","","","","","","","","","","312","312","312"
"29830528","113","113","113","","","","","","","","","","","",""
"29832064","","","","","","","","","","339","339","339","","",""
"29832128","","","","1934","1934","1934","","","","","","","","",""
"29832640","","","","","","","","","","","","","380","380","380"
"29832704","171","171","171","","","","","","","","","","","",""
"29832896","","","","192","192","192","","","","","","","","",""
"29833408","","","","262","262","262","","","","","","","","",""
"29833728","","","","317","317","317","","","","","","","","",""
"29833920","","","","","","","","","","218","218","218","","",""
"29835392","","","","","","","","","","166","166","166","","",""
"29835776","","","","302","302","302","","","","","","","","",""
"29835840","83","83","83","","","","","","","","","","","",""
"29836224","","","","316","316","316","","","","","","","","",""
"29836352","423","423","423","","","","","","","","","","","",""
"29836416","","","","","","","5000","5000","5000","","","","","",""
"29836480","244","244","244","","","","","","","","","","","",""
"29836928","","","","354","354","354","","","","","","","","",""
"29837440","","","","","","","","","","207","207","207","","",""
"29837824","80","80","80","","","","","","","","","","","",""
"29838016","","","","1047","1047","1047","","","","","","","","",""
"29838720","","","","","","","","","","538","538","538","","",""
"29838912","","","","","","","","","","","","","490","490","490"
"29839104","356","356","356","","","","","","","","","","","",""
"29839616","","","","168","168","168","","","","","","","","",""
"29839744","","","","181","181","181","","","","","","","","",""
"29839872","","","","289","289","289","","","","","","","","",""
"29840128","","","","","","","","","","509","509","509","","",""
"29840256","","","","192","192","192","","","","","","","","",""
"29840320","","","","1032","1032","1032","","","","","","","","",""
"29840512","121","121","121","","","","","","","","","","","",""
"29840768","","","","183","183","183","","","","","","","","",""
"29841408","","","","486","486","486","","","","","","","","",""
"29841728","201","201","201","","","","","","","","","","","",""
"29842624","","","","","","","5000","5000","5000","685","685","685","","",""
"29842880","314","314","314","","","","","","","","","","","",""
"29843008","535","535","535","","","","","","","","","","","",""
"29843392","","","","","","","","","","378","378","378","","",""
"29843456","","","","","","","","","","","","","278","278","278"
"29843584","","","","612","612","612","","","","","","","","",""
"29843840","115","115","115","","","","","","","","","","","",""
"29844224","","","","","","","","","","","","","323","323","323"
"29844544","","","","","","","","","","195","195","195","","",""
"29844736","","","","","","","","","","271","271","271","","",""
"29844992","","","","","","","","","","84","84","84","","",""
"29845440","","","","91","91","91","","","","","","","","",""
"29845568","","","","896","896","896","","","","","","","","",""
"29845760","","","","","","","5000","5000","5000","","","","","",""
"29845824","1426","1426","1426","","","","","","","","","","","",""
"29846016","","","","379","379","379","","","","","","","1089","1089","1089"
"29846272","","","","","","","","","","777","777","777","","",""
"29846592","","","","","","","","","","191","191","191","","",""
"29847104","514","514","514","","","","","","","","","","","",""
"29847296","","","","458","458","458","","","","","","","","",""
"29847424","","","","808","808","808","","","","","","","","",""
"29847872","","","","","","","","","","236","236","236","","",""
"29848000","","","","","","","","","","","","","312","312","312"
"29849088","","","","351","351","351","","","","","","","","",""
"29849280","","","","1467","1467","1467","","","","","","","","",""
"29849984","","","","","","","","","","","","","156","156","156"
"29850240","194","194","194","","","","","","","","","","","",""
"29850816","183","183","183","","","","","","","","","","","",""
"29851008","802","802","802","","","","","","","","","","","",""
"29851264","","","","","","","","","","","","","229","229","229"
"29851392","","","","592","592","592","","","","","","","","",""
"29852096","","","","133","133","133","","","","","","","","",""
"29852352","","","","","","","","","","126","126","126","","",""
"29852544","","","","","","","","","","","","","599","599","599"
"29852672","","","","","","","","","","286","286","286","","",""
"29852928","267","267","267","334","334","334","","","","","","","","",""
"29852992","","","","","","","","","","","","","127","127","127"
"29853248","153","153","153","","","","","","","","","","","",""
"29853376","289","289","289","","","","","","","","","","","",""
"29853824","","","","","","","","","","","","","162","162","162"
"29853952","","","","","","","","","","","","","250","250","250"
"29854080","","","","323","323","323","","","","","","","","",""
"29854144","","","","","","","","","","","","","412","412","412"
"29854336","","","","","","","","","","","","","695","695","695"
"29854528","","","","","","","","","","502","502","502","","",""
"29854656","646","646","646","","","","","","","","","","213","213","213"
"29855744","","","","","","","","","","106","106","106","","",""
"29856128","207","207","207","","","","","","","","","","","",""
"29856256","","","","","","","","","","808","808","808","","",""
"29856320","613","613","613","","","","","","","","","","","",""
"29856384","175","175","175","","","","","","","","","","","",""
"29856960","","","","","","","","","","262","262","262","","",""
"29857024","712","712","712","","","","","","","","","","","",""
"29857088","","","","436","436","436","","","","","","","","",""
"29857152","","","","758","758","758","","","","","","","","",""
"29857344","","","","","","","","","","223","223","223","","",""
"29857472","","","","","","","","","","","","","631","631","631"
"29857792","190","190","190","","","","","","","","","","","",""
"29858112","","","","","","","","","","","","","213","213","213"
"29858304","","","","","","","","","","168","168","168","","",""
"29858688","","","","103","103","103","","","","","","","","",""
"29858816","85","85","85","","","","","","","","","","","",""
"29859008","","","","","","","","","","75","75","75","","",""
"29860672","374","374","374","","","","","","","","","","","",""
"29861312","","","","1170","1170","1170","","","","","","","","",""
"29861760","877","877","877","","","","","","","","","","","",""
"29861952","","","","","","","","","","310","310","310","","",""
"29862144","","","","","","","","","","","","","150","150","150"
"29862336","","","","","","","","","","365","365","365","","",""
"29862784","","","","360","360","360","","","","","","","","",""
"29862912","516","516","516","","","","","","","636","636","636","","",""
"29863040","1262","1262","1262","","","","","","","","","","","",""
"29863808","78","78","78","585","585","585","","","","","","","","",""
"29864064","","","","","","","","","","","","","160","160","160"
"29864256","","","","234","234","234","","","","","","","","",""
"29864384","83","83","83","","","","","","","","","","","",""
"29864704","132","132","132","","","","","","","","","","","",""
"29865088","","","","","","","","","","617","617","617","","",""
"29865344","","","","302","302","302","","","","","","","","",""
"29865600","","","","555","555","555","","","","","","","","",""
"29866048","","","","961","961","961","","","","","","","","",""
"29866240","","","","1126","1126","1126","","","","","","","","",""
"29866368","","","","518","518","518","","","","","","","146","146","146"
"29866496","","","","","","","","","","340","340","340","","",""
"29867008","1007","1007","1007","","","","","","","299","299","299","","",""
"29867072","","","","","","","","","","164","164","164","","",""
"29868032","","","","426","426","426","","","","","","","","",""
"29868352","","","","614","614","614","","","","","","","","",""
"29868416","","","","242","242","242","","","","","","","","",""
"29868544","","","","","","","","","","379","379","379","","",""
"29868864","118","118","118","","","","","","","","","","","",""
"29869184","","","","","","","5000","5000","5000","","","","117","117","117"
"29869248","","","","409","409","409","","","","","","","","",""
"29869376","","","","281","281","281","","","","","","","","",""
"29869504","","","","1107","1107","1107","","","","","","","","",""
"29869888","","","","","","","","","","","","","238","238","238"
"29869952","550","550","550","","","","","","","","","","","",""
"29870272","261","261","261","","","","","","","","","","742","742","742"
"29870336","","","","","","","","","","433","433","433","","",""
"29870720","69","69","69","","","","","","","","","","","",""
"29871232","","","","","","","","","","139","139","139","","",""
"29871424","","","","","","","","","","455","455","455","","",""
"29872192","","","","","","","","","","","","","575","575","575"
"29872384","","","","","","","","","","","","","741","741","741"
"29872448","","","","","","","","","","","","","141","141","141"
"29872832","94","94","94","","","","","","","","","","","",""
"29873344","","","","517","517","517","","","","","","","","",""
"29873408","","","","","","","","","","141","141","141","","",""
"29873728","","","","","","","","","","567","567","567","","",""
"29873792","142","142","142","386","386","386","","","","","","","","",""
"29873856","","","","461","461","461","","","","","","","","",""
"29874112","","","","","","","5000","5000","5000","","","","","",""
"29874560","","","","102","102","102","","","","275","275","275","","",""
"29875200","93","93","93","","","","","","","","","","","",""
"29875328","","","","","","","","","","158","158","158","","",""
"29875456","","","","613","613","613","","","","","","","","",""
"29875520","","","","","","","","","","","","","179","179","179"
"29875584","857","857","857","","","","","","","","","","","",""
"29875840","","","","","","","","","","","","","179","179","179"
"29876480","","","","124","124","124","","","","","","","","",""
"29876608","","","","","","","","","","326","326","326","","",""
"29877312","","","","","","","","","","504","504","504","","",""
"29877440","","","","","","","","","","","","","293","293","293"
"29877504","","","","923","923","923","","","","","","","","",""
"29878080","","","","481","481","481","","","","","","","","",""
"29878336","","","","120","120","120","","","","","","","","",""
"29878400","","","","582","582","582","","","","","","","","",""
"29878592","","","","598","598","598","","","","","","","","",""
"29878720","356","356","356","","","","","","","","","","","",""
"29878848","","","","","","","5000","5000","5000","","","","","",""
"29878976","316","316","316","","","","","","","","","","","",""
"29879104","","","","589","589","589","","","","","","","","",""
"29879488","","","","210","210","210","","","","","","","","",""
"29879744","","","","160","160","160","","","","","","","","",""
"29879808","849","849","849","","","","","","","","","","","",""
"29880128","","","","1103","1103","1103","","","","","","","","",""
"29880384","","","","1331","1331","1331","","","","","","","","",""
"29880576","","","","238","238","238","","","","755","755","755","","",""
"29880640","","","","763","763","763","","","","","","","","",""
"29881600","","","","","","","","","","","","","233","233","233"
"29881792","","","","210","210","210","","","","126","126","126","","",""
"29882368","","","","","","","","","","121","121","121","","",""
"29882816","","","","","","","5000","5000","5000","","","","","",""
"29882944","502","502","502","691","691","691","","","","","","","","",""
"29883008","","","","","","","","","","303","303","303","","",""
"29883328","","","","1285","1285","1285","","","","","","","","",""
"29883520","238","238","238","","","","","","","","","","","",""
"29883776","216","216","216","","","","","","","","","","","",""
"29884352","","","","172","172","172","","","","","","","","",""
"29884608","","","","102","102","102","","","","","","","","",""
"29884800","","","","","","","","","","641","641","641","","",""
"29884864","252","252","252","","","","","","","","","","","",""
"29884928","","","","","","","","","","","","","865","865","865"
"29885056","","","","","","","","","","158","158","158","","",""
"29885632","","","","716","716","716","","","","","","","","",""
"29885824","181","181","181","","","","","","","","","","","",""
"29886080","","","","321","321","321","","","","","","","","",""
"29886144","750","750","750","","","","","","","","","","","",""
"29886656","","","","","","","5000","5000","5000","","","","","",""
"29886720","","","","","","","5000","5000","5000","","","","","",""
"29886848","","","","","","","","","","244","244","244","","",""
"29886912","206","206","206","","","","","","","","","","","",""
"29887104","","","","171","171","171","","","","","","","","",""
"29887232","","","","","","","","","","","","","828","828","828"
"29887488","","","","","","","","","","898","898","898","","",""
"29887872","346","346","346","","","","","","","","","","275","275","275"
"29888064","","","","961","961","961","","","","","","","","",""
"29888256","","","","","","","","","","","","","578","578","578"
"29888512","","","","172","172","172","","","","","","","","",""
"29889024","202","202","202","","","","","","","","","","","",""
"29890368","","","","","","","","","","","","","161","161","161"
"29890496","","","","","","","","","","","","","230","230","230"
"29890688","526","526","526","","","","","","","","","","","",""
"29890880","304","304","304","573","573","573","","","","286","286","286","","",""
"29891584","","","","362","362","362","","","","","","","","",""
"29891776","","","","","","","","","","","","","326","326","326"
"29891840","","","","","","","","","","461","461","461","","",""
"29891968","332","332","332","","","","","","","","","","","",""
"29892096","139","139","139","","","","","","","","","","","",""
"29892480","305","305","305","","","","","","","","","","","",""
"29892864","","","","","","","","","","","","","546","546","546"
"29893952","","","","212","212","212","","","","","","","","",""
"29894080","","","","867","867","867","","","","","","","","",""
"29894592","","","","123","123","123","","","","","","","","",""
"29894848","","","","","","","","","","209","209","209","","",""
"29895360","","","","465","465","465","","","","377","377","377","","",""
