"Step","a3c_runseed=4 - training/episode/reward","a3c_runseed=4 - training/episode/reward__MIN","a3c_runseed=4 - training/episode/reward__MAX","a3c_runseed=3 - training/episode/reward","a3c_runseed=3 - training/episode/reward__MIN","a3c_runseed=3 - training/episode/reward__MAX","a3c_runseed=2 - training/episode/reward","a3c_runseed=2 - training/episode/reward__MIN","a3c_runseed=2 - training/episode/reward__MAX","a3c_runseed=1 - training/episode/reward","a3c_runseed=1 - training/episode/reward__MIN","a3c_runseed=1 - training/episode/reward__MAX","a3c_runseed=0 - training/episode/reward","a3c_runseed=0 - training/episode/reward__MIN","a3c_runseed=0 - training/episode/reward__MAX"
"26703872","","","","","","","","","","","","","4435","4435","4435"
"26704064","","","","","","","4767","4767","4767","","","","","",""
"26704192","","","","","","","","","","","","","4259","4259","4259"
"26704256","4871","4871","4871","","","","","","","","","","","",""
"26704576","","","","","","","","","","4631","4631","4631","","",""
"26704640","","","","3725","3725","3725","","","","","","","","",""
"26704896","","","","4869","4869","4869","","","","4620","4620","4620","","",""
"26705152","","","","4836","4836","4836","","","","","","","4586","4586","4586"
"26705280","","","","4799","4799","4799","","","","","","","","",""
"26705408","","","","","","","4371","4371","4371","","","","","",""
"26705536","4678","4678","4678","","","","","","","","","","","",""
"26705728","","","","","","","4451","4451","4451","4800","4800","4800","","",""
"26706432","","","","","","","","","","","","","4530","4530","4530"
"26706688","","","","","","","","","","4878","4878","4878","","",""
"26706880","","","","","","","","","","4498","4498","4498","","",""
"26707072","","","","","","","","","","","","","4265","4265","4265"
"26707456","","","","4715","4715","4715","","","","","","","4042","4042","4042"
"26707584","","","","4496","4496","4496","","","","","","","","",""
"26707904","","","","","","","","","","3697","3697","3697","","",""
"26708032","","","","","","","","","","","","","4607","4607","4607"
"26708160","4744","4744","4744","","","","","","","4064","4064","4064","","",""
"26708416","","","","4320","4320","4320","","","","","","","","",""
"26708544","4572","4572","4572","","","","","","","","","","","",""
"26709056","","","","","","","","","","4674","4674","4674","","",""
"26709184","","","","","","","","","","","","","4391","4391","4391"
"26709248","","","","","","","4582","4582","4582","","","","","",""
"26709376","4767","4767","4767","","","","","","","","","","","",""
"26709568","","","","","","","","","","3850","3850","3850","","",""
"26709632","","","","","","","","","","4811","4811","4811","","",""
"26709824","","","","4655","4655","4655","","","","4291","4291","4291","","",""
"26710016","4922","4922","4922","","","","","","","","","","","",""
"26710144","","","","","","","4142","4142","4142","","","","","",""
"26710656","","","","","","","","","","4874","4874","4874","4487","4487","4487"
"26711424","","","","","","","","","","4282","4282","4282","","",""
"26711488","","","","","","","","","","4753","4753","4753","3540","3540","3540"
"26711552","","","","","","","","","","4691","4691","4691","","",""
"26711616","","","","","","","","","","","","","4137","4137","4137"
"26711936","4847","4847","4847","","","","","","","","","","","",""
"26712000","3817","3817","3817","","","","","","","","","","","",""
"26712576","","","","4591","4591","4591","","","","","","","","",""
"26712704","","","","","","","","","","3620","3620","3620","","",""
"26712768","","","","4744","4744","4744","","","","","","","","",""
"26712960","","","","4408","4408","4408","","","","","","","4885","4885","4885"
"26713024","","","","","","","","","","","","","4397","4397","4397"
"26713600","","","","","","","","","","4483","4483","4483","","",""
"26714048","","","","4682","4682","4682","","","","","","","","",""
"26714304","4653","4653","4653","","","","","","","","","","","",""
"26714432","","","","","","","","","","","","","4855","4855","4855"
"26714560","","","","","","","","","","4745","4745","4745","","",""
"26714624","","","","","","","","","","4861","4861","4861","","",""
"26714752","","","","","","","","","","4793","4793","4793","","",""
"26715328","","","","","","","4563","4563","4563","","","","","",""
"26715392","","","","","","","","","","4896","4896","4896","","",""
"26715712","","","","4010","4010","4010","","","","","","","","",""
"26715776","","","","","","","","","","4428","4428","4428","","",""
"26715904","","","","3532","3532","3532","","","","","","","","",""
"26715968","4869","4869","4869","","","","","","","","","","","",""
"26717632","","","","","","","","","","","","","4695","4695","4695"
"26717696","","","","","","","4272","4272","4272","","","","","",""
"26717824","","","","","","","4809","4809","4809","","","","","",""
"26718080","4681","4681","4681","","","","","","","","","","","",""
"26718272","","","","","","","","","","4122","4122","4122","","",""
"26718464","","","","","","","4682","4682","4682","","","","","",""
"26718656","","","","","","","4772","4772","4772","","","","","",""
"26719104","4741","4741","4741","","","","","","","","","","","",""
"26719232","","","","","","","","","","","","","4338","4338","4338"
"26719296","","","","","","","4843","4843","4843","","","","","",""
"26719360","","","","4429","4429","4429","","","","","","","","",""
"26719552","","","","","","","","","","4649","4649","4649","","",""
"26719680","","","","","","","4754","4754","4754","","","","","",""
"26719808","","","","","","","4745","4745","4745","","","","","",""
"26720128","","","","","","","","","","","","","4867","4867","4867"
"26720192","","","","4761","4761","4761","","","","","","","","",""
"26720640","","","","","","","","","","4731","4731","4731","","",""
"26720896","4941","4941","4941","","","","","","","","","","","",""
"26721024","","","","4076","4076","4076","","","","","","","","",""
"26721472","","","","","","","","","","3401","3401","3401","","",""
"26722112","","","","4259","4259","4259","","","","","","","4341","4341","4341"
"26722368","4566","4566","4566","","","","","","","","","","","",""
"26722496","","","","","","","","","","","","","4429","4429","4429"
"26722560","4897","4897","4897","","","","","","","4811","4811","4811","","",""
"26722624","4028","4028","4028","","","","3898","3898","3898","","","","","",""
"26722880","","","","","","","","","","4766","4766","4766","","",""
"26723136","","","","","","","4648","4648","4648","","","","","",""
"26723712","","","","","","","4771","4771","4771","","","","","",""
"26723904","","","","","","","4569","4569","4569","","","","","",""
"26724032","","","","","","","","","","","","","4139","4139","4139"
"26724416","","","","","","","4625","4625","4625","","","","","",""
"26724672","","","","","","","","","","4829","4829","4829","","",""
"26724864","4531","4531","4531","","","","","","","","","","","",""
"26725056","","","","","","","4918","4918","4918","","","","","",""
"26725376","","","","","","","","","","4265","4265","4265","","",""
"26725952","","","","","","","","","","4440","4440","4440","","",""
"26726016","","","","4632","4632","4632","","","","","","","","",""
"26726272","4823","4823","4823","","","","","","","","","","","",""
"26726528","4185","4185","4185","","","","","","","","","","4589","4589","4589"
"26726592","4937","4937","4937","","","","","","","4816","4816","4816","","",""
"26726784","","","","","","","","","","","","","3595","3595","3595"
"26726848","","","","","","","","","","","","","4747","4747","4747"
"26727040","","","","","","","","","","","","","4643","4643","4643"
"26727104","","","","","","","","","","","","","4535","4535","4535"
"26727232","","","","","","","","","","4753","4753","4753","","",""
"26727296","","","","","","","","","","4822","4822","4822","","",""
"26727360","","","","","","","","","","","","","4350","4350","4350"
"26727936","","","","","","","4315","4315","4315","","","","4238","4238","4238"
"26728000","","","","4608","4608","4608","","","","","","","","",""
"26728064","4753","4753","4753","","","","","","","","","","","",""
"26728128","","","","","","","","","","4612","4612","4612","","",""
"26728192","","","","4711","4711","4711","","","","","","","","",""
"26728896","","","","","","","","","","4656","4656","4656","","",""
"26729792","4783","4783","4783","","","","","","","","","","","",""
"26729920","4859","4859","4859","","","","","","","","","","","",""
"26730112","","","","","","","","","","4882","4882","4882","","",""
"26730176","4895","4895","4895","","","","","","","","","","","",""
"26730240","","","","","","","","","","4599","4599","4599","","",""
"26730304","","","","","","","","","","4728","4728","4728","","",""
"26730432","","","","","","","","","","4328","4328","4328","","",""
"26730624","","","","","","","4761","4761","4761","","","","","",""
"26730880","","","","","","","4386","4386","4386","","","","","",""
"26731008","","","","","","","","","","","","","4400","4400","4400"
"26731072","","","","","","","4582","4582","4582","","","","","",""
"26731264","","","","4760","4760","4760","","","","","","","","",""
"26731328","","","","4793","4793","4793","","","","","","","","",""
"26731648","","","","","","","4844","4844","4844","","","","","",""
"26731712","4141","4141","4141","","","","","","","","","","","",""
"26731840","","","","","","","","","","4730","4730","4730","","",""
"26732032","","","","4724","4724","4724","","","","","","","","",""
"26732864","4902","4902","4902","","","","","","","","","","","",""
"26733120","4748","4748","4748","","","","","","","","","","","",""
"26733248","","","","","","","","","","4824","4824","4824","","",""
"26733568","","","","4804","4804","4804","","","","","","","","",""
"26733632","","","","4409","4409","4409","","","","4703","4703","4703","","",""
"26733696","4121","4121","4121","","","","","","","","","","","",""
"26733824","","","","4725","4725","4725","","","","","","","","",""
"26734080","","","","","","","4775","4775","4775","","","","","",""
"26734656","","","","","","","","","","4699","4699","4699","","",""
"26734720","4506","4506","4506","","","","","","","","","","","",""
"26734912","","","","","","","4539","4539","4539","","","","","",""
"26734976","","","","","","","","","","4869","4869","4869","4699","4699","4699"
"26735104","4745","4745","4745","4487","4487","4487","","","","","","","3859","3859","3859"
"26735296","","","","","","","","","","4615","4615","4615","","",""
"26735424","","","","","","","","","","4835","4835","4835","","",""
"26735680","","","","","","","4654","4654","4654","","","","","",""
"26735872","4746","4746","4746","","","","","","","","","","","",""
"26736192","4717","4717","4717","","","","","","","","","","","",""
"26736576","","","","","","","","","","4786","4786","4786","","",""
"26736768","","","","4653","4653","4653","","","","","","","","",""
"26736960","","","","","","","","","","4788","4788","4788","","",""
"26737088","4714","4714","4714","","","","","","","","","","","",""
"26737280","","","","","","","","","","","","","4793","4793","4793"
"26737344","4544","4544","4544","","","","","","","","","","","",""
"26737728","4634","4634","4634","","","","","","","","","","","",""
"26737792","","","","","","","","","","","","","4595","4595","4595"
"26737920","","","","","","","3997","3997","3997","","","","","",""
"26738112","","","","4720","4720","4720","","","","","","","","",""
"26738304","4042","4042","4042","","","","","","","","","","","",""
"26738496","3933","3933","3933","","","","","","","","","","","",""
"26738688","","","","","","","","","","4235","4235","4235","","",""
"26738816","4447","4447","4447","","","","","","","","","","","",""
"26738944","","","","","","","4215","4215","4215","","","","","",""
"26739456","","","","","","","","","","","","","4114","4114","4114"
"26739520","4766","4766","4766","","","","","","","","","","","",""
"26739712","4944","4944","4944","","","","","","","","","","","",""
"26739776","","","","","","","4774","4774","4774","","","","","",""
"26739968","4661","4661","4661","","","","","","","","","","","",""
"26740160","4767","4767","4767","","","","","","","","","","","",""
"26740544","","","","","","","4288","4288","4288","","","","","",""
"26740736","","","","","","","","","","4471","4471","4471","","",""
"26740800","","","","","","","4452","4452","4452","","","","","",""
"26740864","4813","4813","4813","","","","","","","","","","","",""
"26740928","","","","","","","4792","4792","4792","","","","","",""
"26741312","","","","4724","4724","4724","","","","","","","","",""
"26741504","","","","","","","","","","4674","4674","4674","","",""
"26741696","","","","4804","4804","4804","4730","4730","4730","","","","","",""
"26742528","4831","4831","4831","","","","","","","","","","","",""
"26742656","","","","","","","4195","4195","4195","","","","","",""
"26742720","","","","","","","","","","4805","4805","4805","","",""
"26743040","","","","","","","4810","4810","4810","","","","","",""
"26743104","","","","4844","4844","4844","","","","","","","","",""
"26743360","","","","","","","4676","4676","4676","","","","","",""
"26743424","","","","","","","","","","4316","4316","4316","3657","3657","3657"
"26743680","","","","","","","4476","4476","4476","","","","","",""
"26744192","","","","","","","","","","","","","4337","4337","4337"
"26744320","","","","","","","","","","","","","4659","4659","4659"
"26744640","","","","4291","4291","4291","","","","","","","","",""
"26744832","4889","4889","4889","","","","","","","","","","","",""
"26744896","","","","","","","","","","","","","4522","4522","4522"
"26745152","4713","4713","4713","","","","","","","","","","","",""
"26745408","","","","","","","","","","4944","4944","4944","","",""
"26745792","","","","","","","4666","4666","4666","","","","","",""
"26745984","","","","","","","","","","","","","4902","4902","4902"
"26746176","","","","","","","","","","4819","4819","4819","4071","4071","4071"
"26746240","","","","4205","4205","4205","","","","","","","","",""
"26746304","4825","4825","4825","","","","","","","","","","","",""
"26746752","","","","","","","4049","4049","4049","","","","","",""
"26746880","","","","","","","","","","","","","4543","4543","4543"
"26746944","4902","4902","4902","","","","","","","","","","","",""
"26747072","","","","","","","","","","","","","4390","4390","4390"
"26747584","","","","","","","","","","4136","4136","4136","","",""
"26747648","","","","4695","4695","4695","","","","","","","","",""
"26748160","","","","","","","","","","4799","4799","4799","","",""
"26748288","","","","","","","4759","4759","4759","","","","","",""
"26748480","","","","","","","","","","","","","4750","4750","4750"
"26748800","","","","","","","","","","","","","4642","4642","4642"
"26748992","","","","","","","","","","4426","4426","4426","4851","4851","4851"
"26749120","","","","4681","4681","4681","","","","","","","","",""
"26749312","","","","4670","4670","4670","","","","","","","","",""
"26749632","4803","4803","4803","","","","","","","","","","","",""
"26749952","4780","4780","4780","","","","","","","","","","","",""
"26750016","","","","4861","4861","4861","","","","","","","","",""
"26750144","4844","4844","4844","","","","","","","","","","","",""
"26750272","","","","4858","4858","4858","","","","","","","","",""
"26750400","","","","4784","4784","4784","","","","","","","","",""
"26751104","","","","4404","4404","4404","","","","","","","","",""
"26751168","","","","","","","","","","4674","4674","4674","","",""
"26753024","","","","","","","4584","4584","4584","","","","","",""
"26753088","","","","4509","4509","4509","","","","","","","","",""
"26753408","","","","","","","","","","4628","4628","4628","","",""
"26753472","","","","","","","","","","4269","4269","4269","","",""
"26753792","","","","","","","","","","","","","4578","4578","4578"
"26753856","","","","4694","4694","4694","","","","","","","","",""
"26753920","","","","","","","","","","","","","4301","4301","4301"
"26754304","","","","4711","4711","4711","","","","","","","","",""
"26754624","4847","4847","4847","","","","","","","","","","","",""
"26754688","","","","","","","3826","3826","3826","","","","","",""
"26754752","","","","","","","","","","","","","4877","4877","4877"
"26754816","4768","4768","4768","","","","","","","","","","","",""
"26754944","","","","","","","4253","4253","4253","","","","","",""
"26755200","","","","","","","","","","","","","3957","3957","3957"
"26755392","","","","4383","4383","4383","","","","","","","","",""
"26755520","4464","4464","4464","4759","4759","4759","","","","","","","","",""
"26755648","","","","","","","4630","4630","4630","","","","","",""
"26756160","4647","4647","4647","","","","4877","4877","4877","","","","","",""
"26756416","","","","4770","4770","4770","","","","","","","","",""
"26756672","","","","","","","4787","4787","4787","","","","","",""
"26756736","","","","","","","","","","","","","2663","2663","2663"
"26756800","","","","","","","4867","4867","4867","","","","","",""
"26757120","","","","","","","","","","4873","4873","4873","","",""
"26757184","","","","4765","4765","4765","","","","4859","4859","4859","","",""
"26757504","","","","4627","4627","4627","","","","","","","","",""
"26757568","4618","4618","4618","","","","","","","","","","","",""
"26757824","4841","4841","4841","","","","","","","","","","4336","4336","4336"
"26757888","4363","4363","4363","","","","","","","","","","","",""
"26758016","","","","","","","4248","4248","4248","","","","","",""
"26758080","4770","4770","4770","","","","","","","","","","","",""
"26758144","","","","","","","","","","","","","2616","2616","2616"
"26758336","","","","","","","","","","","","","4846","4846","4846"
"26758592","","","","4815","4815","4815","","","","","","","","",""
"26758656","","","","4566","4566","4566","","","","","","","","",""
"26758976","","","","","","","","","","","","","4759","4759","4759"
"26759168","","","","","","","","","","","","","4708","4708","4708"
"26759360","","","","","","","","","","4626","4626","4626","","",""
"26759424","","","","","","","","","","","","","4282","4282","4282"
"26759552","","","","","","","","","","","","","4554","4554","4554"
"26759872","4756","4756","4756","","","","","","","","","","","",""
"26760192","4135","4135","4135","","","","","","","","","","","",""
"26760256","","","","4844","4844","4844","","","","","","","","",""
"26760640","","","","","","","","","","4774","4774","4774","","",""
"26761280","","","","","","","","","","","","","4764","4764","4764"
"26761472","","","","","","","4673","4673","4673","","","","","",""
"26761600","","","","","","","","","","4878","4878","4878","","",""
"26761664","4817","4817","4817","","","","","","","","","","","",""
"26762176","","","","","","","4695","4695","4695","","","","4730","4730","4730"
"26762304","4563","4563","4563","","","","","","","","","","","",""
"26762432","4631","4631","4631","","","","","","","4505","4505","4505","","",""
"26762688","","","","4782","4782","4782","","","","","","","","",""
"26762752","","","","4594","4594","4594","","","","","","","","",""
"26763136","","","","4646","4646","4646","","","","","","","4856","4856","4856"
"26763200","4703","4703","4703","","","","","","","","","","","",""
"26763776","","","","","","","","","","","","","4907","4907","4907"
"26764224","","","","","","","","","","","","","3923","3923","3923"
"26764352","4894","4894","4894","","","","","","","","","","","",""
"26764416","4784","4784","4784","","","","","","","","","","","",""
"26764480","","","","","","","","","","3650","3650","3650","","",""
"26764672","","","","4712","4712","4712","","","","","","","","",""
"26764736","3362","3362","3362","","","","","","","","","","","",""
"26764928","4512","4512","4512","","","","","","","","","","","",""
"26765056","","","","","","","","","","","","","3480","3480","3480"
"26765376","","","","","","","","","","","","","4900","4900","4900"
"26765440","4561","4561","4561","","","","","","","","","","","",""
"26765696","","","","","","","","","","4471","4471","4471","","",""
"26766656","4812","4812","4812","","","","","","","","","","","",""
"26766784","","","","","","","","","","","","","4887","4887","4887"
"26767680","4331","4331","4331","","","","","","","","","","","",""
"26768768","","","","4623","4623","4623","","","","","","","","",""
"26768832","","","","","","","","","","","","","3992","3992","3992"
"26769024","","","","","","","","","","","","","4341","4341","4341"
"26769088","","","","","","","","","","","","","3145","3145","3145"
"26769216","","","","","","","","","","4588","4588","4588","","",""
"26769600","4180","4180","4180","","","","","","","","","","","",""
"26769664","","","","","","","","","","4437","4437","4437","","",""
"26769728","4922","4922","4922","","","","","","","","","","","",""
"26770496","","","","","","","","","","","","","4221","4221","4221"
"26770560","4904","4904","4904","","","","","","","","","","","",""
"26770816","4532","4532","4532","","","","4785","4785","4785","","","","","",""
"26771008","4555","4555","4555","","","","","","","","","","","",""
"26771456","4805","4805","4805","","","","","","","","","","","",""
"26771520","","","","","","","","","","4279","4279","4279","","",""
"26771904","","","","4776","4776","4776","","","","","","","","",""
"26772096","","","","","","","4821","4821","4821","","","","","",""
"26772160","","","","","","","","","","","","","3093","3093","3093"
"26772288","","","","","","","","","","4858","4858","4858","","",""
"26772480","","","","","","","","","","","","","4540","4540","4540"
"26772672","","","","","","","4752","4752","4752","","","","","",""
"26772736","","","","","","","4749","4749","4749","","","","","",""
"26772864","","","","","","","4514","4514","4514","","","","","",""
"26772928","","","","","","","","","","","","","4538","4538","4538"
"26772992","","","","","","","4514","4514","4514","","","","","",""
"26773120","","","","","","","4829","4829","4829","3498","3498","3498","","",""
"26773184","","","","4383","4383","4383","","","","","","","","",""
"26773248","3779","3779","3779","","","","","","","","","","4718","4718","4718"
"26773376","","","","4752","4752","4752","","","","4872","4872","4872","","",""
"26773760","","","","","","","","","","4287","4287","4287","4790","4790","4790"
"26774144","4625","4625","4625","","","","","","","","","","","",""
"26774592","","","","","","","","","","","","","4312","4312","4312"
"26774848","","","","","","","4279","4279","4279","","","","","",""
"26775552","","","","4629","4629","4629","","","","","","","","",""
"26776000","4759","4759","4759","","","","","","","","","","","",""
"26776256","","","","4743","4743","4743","","","","","","","","",""
"26776448","4824","4824","4824","","","","","","","","","","4574","4574","4574"
"26776576","4431","4431","4431","","","","","","","","","","","",""
"26776704","4709","4709","4709","","","","","","","","","","","",""
"26776768","","","","","","","","","","","","","4262","4262","4262"
"26777088","","","","","","","","","","4822","4822","4822","","",""
"26777728","","","","","","","","","","","","","4381","4381","4381"
"26778304","4378","4378","4378","","","","","","","","","","","",""
"26778432","","","","","","","","","","4572","4572","4572","","",""
"26778688","4757","4757","4757","","","","","","","","","","","",""
"26779328","4742","4742","4742","","","","","","","","","","","",""
"26779648","","","","3842","3842","3842","","","","","","","","",""
"26779712","","","","4840","4840","4840","","","","","","","","",""
"26779776","","","","4640","4640","4640","","","","","","","","",""
"26779904","","","","","","","4729","4729","4729","","","","","",""
"26780032","","","","4778","4778","4778","","","","","","","","",""
"26780608","4725","4725","4725","","","","","","","","","","","",""
"26780736","","","","","","","","","","","","","4725","4725","4725"
"26780928","","","","","","","","","","4141","4141","4141","","",""
"26781248","","","","","","","4533","4533","4533","","","","","",""
"26781568","4924","4924","4924","","","","4869","4869","4869","","","","","",""
"26781888","","","","","","","4828","4828","4828","","","","","",""
"26782016","4415","4415","4415","","","","","","","","","","","",""
"26782208","","","","","","","","","","4832","4832","4832","","",""
"26782848","","","","4858","4858","4858","","","","","","","","",""
"26782976","4726","4726","4726","","","","","","","","","","","",""
"26783232","","","","","","","","","","4630","4630","4630","","",""
"26783360","","","","4257","4257","4257","","","","","","","","",""
"26783680","4724","4724","4724","","","","","","","","","","","",""
"26784000","","","","4562","4562","4562","","","","","","","","",""
"26784192","","","","","","","4716","4716","4716","","","","","",""
"26785344","","","","","","","4783","4783","4783","","","","3629","3629","3629"
"26785664","4602","4602","4602","","","","","","","","","","","",""
"26785792","","","","","","","","","","4590","4590","4590","","",""
"26786176","","","","","","","","","","","","","3728","3728","3728"
"26786496","","","","","","","4061","4061","4061","","","","","",""
"26786560","","","","3993","3993","3993","","","","","","","","",""
"26786688","","","","","","","","","","","","","4725","4725","4725"
"26786880","","","","","","","","","","","","","4722","4722","4722"
"26787200","","","","","","","4809","4809","4809","","","","","",""
"26787264","","","","","","","","","","4599","4599","4599","4219","4219","4219"
"26787968","4836","4836","4836","4643","4643","4643","","","","","","","","",""
"26788032","","","","","","","4768","4768","4768","","","","","",""
"26788416","4656","4656","4656","","","","","","","","","","","",""
"26788544","","","","","","","4474","4474","4474","","","","","",""
"26788992","","","","","","","4231","4231","4231","","","","","",""
"26789056","","","","","","","4883","4883","4883","","","","","",""
"26789248","4944","4944","4944","","","","4283","4283","4283","","","","","",""
"26789696","","","","4791","4791","4791","4896","4896","4896","","","","","",""
"26789760","","","","","","","2907","2907","2907","","","","","",""
"26790272","","","","","","","4816","4816","4816","","","","","",""
"26790528","","","","","","","4724","4724","4724","","","","","",""
"26790656","","","","","","","","","","3737","3737","3737","4685","4685","4685"
"26791040","","","","4906","4906","4906","","","","","","","","",""
"26791104","","","","","","","","","","4804","4804","4804","","",""
"26791552","","","","","","","","","","","","","255","255","255"
"26791744","","","","","","","4908","4908","4908","","","","","",""
"26791872","4528","4528","4528","","","","","","","","","","","",""
"26792000","","","","","","","","","","4809","4809","4809","","",""
"26792192","","","","4773","4773","4773","","","","","","","4712","4712","4712"
"26792576","4611","4611","4611","4402","4402","4402","","","","4757","4757","4757","","",""
"26793536","","","","","","","","","","4691","4691","4691","","",""
"26793920","","","","","","","","","","4737","4737","4737","","",""
"26793984","","","","","","","","","","","","","3983","3983","3983"
"26794496","4299","4299","4299","","","","","","","","","","","",""
"26795328","","","","4411","4411","4411","","","","","","","","",""
"26795392","","","","","","","4758","4758","4758","","","","","",""
"26795904","","","","","","","4671","4671","4671","","","","","",""
"26796608","","","","","","","4874","4874","4874","","","","","",""
"26796672","","","","4865","4865","4865","","","","","","","","",""
"26796800","","","","","","","","","","3773","3773","3773","","",""
"26796928","","","","","","","","","","4285","4285","4285","","",""
"26796992","4726","4726","4726","4804","4804","4804","4608","4608","4608","","","","","",""
"26797120","","","","4264","4264","4264","","","","","","","","",""
"26797184","","","","4844","4844","4844","","","","","","","","",""
"26797440","","","","4073","4073","4073","","","","","","","","",""
"26797632","","","","","","","4819","4819","4819","","","","","",""
"26797760","","","","","","","","","","","","","4165","4165","4165"
"26798016","4828","4828","4828","","","","","","","","","","","",""
"26798336","","","","","","","","","","3614","3614","3614","","",""
"26798464","","","","","","","","","","","","","4723","4723","4723"
"26798656","","","","4375","4375","4375","","","","","","","","",""
"26798976","","","","","","","4738","4738","4738","","","","","",""
"26799488","4685","4685","4685","","","","","","","","","","","",""
"26799744","4780","4780","4780","","","","","","","","","","","",""
"26799808","","","","4515","4515","4515","","","","","","","","",""
"26799936","4912","4912","4912","","","","","","","","","","","",""
"26800064","","","","","","","3820","3820","3820","","","","","",""
"26800320","","","","4413","4413","4413","","","","4472","4472","4472","","",""
"26800512","","","","","","","","","","4730","4730","4730","","",""
"26800704","","","","","","","","","","4544","4544","4544","","",""
"26800960","","","","","","","4748","4748","4748","","","","","",""
"26801024","4242","4242","4242","","","","","","","","","","","",""
"26801408","","","","","","","4722","4722","4722","","","","","",""
"26801664","","","","","","","","","","4772","4772","4772","","",""
"26802432","","","","4775","4775","4775","","","","","","","","",""
"26802752","4753","4753","4753","","","","","","","","","","","",""
"26803072","4584","4584","4584","","","","","","","","","","","",""
"26803200","4683","4683","4683","","","","","","","","","","4409","4409","4409"
"26803456","","","","","","","","","","4821","4821","4821","","",""
"26803648","","","","4783","4783","4783","","","","","","","","",""
"26803776","","","","4502","4502","4502","","","","","","","","",""
"26804288","","","","4474","4474","4474","","","","","","","","",""
"26804416","4275","4275","4275","","","","","","","","","","","",""
"26804544","","","","","","","4702","4702","4702","","","","","",""
"26804608","","","","","","","","","","","","","4843","4843","4843"
"26804736","","","","","","","4650","4650","4650","","","","4671","4671","4671"
"26804800","","","","","","","","","","","","","4890","4890","4890"
"26804864","","","","","","","","","","","","","4714","4714","4714"
"26805056","4418","4418","4418","","","","","","","","","","","",""
"26805376","","","","","","","","","","4188","4188","4188","4548","4548","4548"
"26805760","","","","","","","","","","4543","4543","4543","","",""
"26805888","","","","","","","","","","4562","4562","4562","","",""
"26806016","","","","4590","4590","4590","","","","","","","","",""
"26806272","","","","","","","4858","4858","4858","","","","","",""
"26806784","","","","3860","3860","3860","","","","","","","","",""
"26807168","","","","4896","4896","4896","","","","","","","","",""
"26807424","","","","","","","4908","4908","4908","","","","4655","4655","4655"
"26807872","","","","","","","4630","4630","4630","","","","","",""
"26807936","","","","","","","4699","4699","4699","","","","","",""
"26808000","","","","","","","3921","3921","3921","","","","","",""
"26808512","4771","4771","4771","","","","","","","","","","","",""
"26808576","4777","4777","4777","","","","","","","","","","","",""
"26808704","","","","4879","4879","4879","","","","","","","","",""
"26808832","","","","","","","","","","","","","4359","4359","4359"
"26809024","","","","","","","","","","4833","4833","4833","","",""
"26809344","","","","","","","","","","4361","4361","4361","","",""
"26809408","","","","4089","4089","4089","","","","","","","","",""
"26810048","4643","4643","4643","","","","","","","","","","","",""
"26810240","","","","","","","","","","","","","3338","3338","3338"
"26810496","","","","4141","4141","4141","","","","","","","","",""
"26811008","4647","4647","4647","","","","","","","","","","","",""
"26811072","","","","","","","","","","","","","4742","4742","4742"
"26811136","4159","4159","4159","","","","4701","4701","4701","","","","","",""
"26811648","","","","","","","","","","4702","4702","4702","","",""
"26811776","","","","","","","4521","4521","4521","","","","","",""
"26812672","4245","4245","4245","","","","","","","","","","","",""
"26812736","","","","4661","4661","4661","","","","","","","","",""
"26812800","","","","","","","","","","","","","4744","4744","4744"
"26813056","","","","","","","","","","","","","4591","4591","4591"
"26813760","4835","4835","4835","","","","","","","","","","","",""
"26814016","","","","4840","4840","4840","","","","","","","","",""
"26814144","","","","4853","4853","4853","","","","4515","4515","4515","","",""
"26814208","","","","","","","","","","4490","4490","4490","","",""
"26814976","","","","4578","4578","4578","4595","4595","4595","","","","","",""
"26815104","","","","","","","4736","4736","4736","","","","","",""
"26815488","","","","3415","3415","3415","","","","","","","","",""
"26816128","4881","4881","4881","","","","","","","","","","","",""
"26816256","","","","","","","4598","4598","4598","","","","","",""
"26816320","4879","4879","4879","","","","","","","","","","","",""
"26816512","4940","4940","4940","","","","","","","","","","","",""
"26816640","4899","4899","4899","","","","","","","","","","","",""
"26816960","","","","","","","4225","4225","4225","3699","3699","3699","","",""
"26817216","","","","","","","","","","3570","3570","3570","","",""
"26817280","","","","4852","4852","4852","","","","","","","4754","4754","4754"
"26817664","4693","4693","4693","","","","","","","","","","","",""
"26817856","","","","","","","","","","","","","4697","4697","4697"
"26817920","","","","4827","4827","4827","","","","","","","","",""
"26818048","","","","4673","4673","4673","","","","","","","","",""
"26818112","","","","","","","","","","","","","4767","4767","4767"
"26818304","","","","","","","4854","4854","4854","","","","","",""
"26818368","","","","4807","4807","4807","","","","","","","","",""
"26818816","4669","4669","4669","","","","","","","","","","","",""
"26819328","","","","","","","","","","2853","2853","2853","","",""
"26819712","4877","4877","4877","","","","","","","","","","","",""
"26819776","3886","3886","3886","","","","3762","3762","3762","","","","","",""
"26820096","","","","4905","4905","4905","","","","","","","","",""
"26820224","","","","4596","4596","4596","","","","3759","3759","3759","","",""
"26820288","4609","4609","4609","4433","4433","4433","","","","","","","3037","3037","3037"
"26820928","","","","4785","4785","4785","","","","","","","","",""
"26821056","","","","","","","4628","4628","4628","","","","","",""
"26821824","","","","","","","4872","4872","4872","","","","","",""
"26821888","","","","","","","","","","4029","4029","4029","","",""
"26822080","","","","","","","","","","4819","4819","4819","","",""
