"Step","melting_softmax_runseed=4 - training/episode/reward","melting_softmax_runseed=4 - training/episode/reward__MIN","melting_softmax_runseed=4 - training/episode/reward__MAX","melting_softmax_runseed=3 - training/episode/reward","melting_softmax_runseed=3 - training/episode/reward__MIN","melting_softmax_runseed=3 - training/episode/reward__MAX","melting_softmax_runseed=2 - training/episode/reward","melting_softmax_runseed=2 - training/episode/reward__MIN","melting_softmax_runseed=2 - training/episode/reward__MAX","melting_softmax_runseed=1 - training/episode/reward","melting_softmax_runseed=1 - training/episode/reward__MIN","melting_softmax_runseed=1 - training/episode/reward__MAX","melting_softmax_runseed=0 - training/episode/reward","melting_softmax_runseed=0 - training/episode/reward__MIN","melting_softmax_runseed=0 - training/episode/reward__MAX"
"1398720","3390","3390","3390","","","","","","","","","","","",""
"1400384","","","","","","","","","","840","840","840","","",""
"1401536","","","","","","","","","","","","","3765","3765","3765"
"1401600","1783","1783","1783","","","","","","","","","","","",""
"1403328","","","","","","","","","","","","","4450","4450","4450"
"1404480","","","","","","","","","","","","","261","261","261"
"1405120","","","","","","","","","","","","","2510","2510","2510"
"1407296","","","","","","","","","","","","","4246","4246","4246"
"1408640","-5000","-5000","-5000","","","","","","","","","","","",""
"1411520","","","","4408","4408","4408","","","","","","","","",""
"1412032","","","","","","","","","","","","","3430","3430","3430"
"1413952","","","","2906","2906","2906","","","","","","","","",""
"1416704","","","","","","","","","","-5000","-5000","-5000","","",""
"1417664","","","","","","","","","","-5000","-5000","-5000","","",""
"1418752","","","","","","","","","","","","","-5000","-5000","-5000"
"1419008","","","","","","","","","","","","","4765","4765","4765"
"1420864","","","","","","","","","","2648","2648","2648","","",""
"1426176","","","","2424","2424","2424","","","","","","","","",""
"1426688","-5000","-5000","-5000","","","","","","","","","","","",""
"1427648","","","","2220","2220","2220","","","","","","","","",""
"1428416","","","","","","","","","","","","","-5000","-5000","-5000"
"1428992","","","","","","","","","","","","","3098","3098","3098"
"1437120","1569","1569","1569","","","","","","","","","","","",""
"1437504","4207","4207","4207","","","","","","","","","","","",""
"1437632","","","","3975","3975","3975","","","","","","","","",""
"1437760","","","","","","","","","","-5000","-5000","-5000","","",""
"1442432","","","","","","","","","","","","","-5000","-5000","-5000"
"1448192","","","","","","","","","","","","","200","200","200"
"1449792","","","","-5000","-5000","-5000","","","","","","","","",""
"1450048","","","","","","","","","","2701","2701","2701","","",""
"1452288","","","","","","","","","","950","950","950","","",""
"1455168","","","","","","","","","","","","","3216","3216","3216"
"1459904","-5000","-5000","-5000","","","","","","","","","","","",""
"1461184","-5000","-5000","-5000","","","","","","","","","","","",""
"1462656","","","","3297","3297","3297","","","","","","","","",""
"1462848","","","","","","","","","","","","","-5000","-5000","-5000"
"1462976","","","","","","","","","","","","","4490","4490","4490"
"1472640","3595","3595","3595","","","","","","","","","","","",""
"1474816","","","","1316","1316","1316","","","","","","","","",""
"1475328","","","","","","","","","","","","","-5000","-5000","-5000"
"1480320","","","","","","","","","","1869","1869","1869","","",""
"1482240","2757","2757","2757","","","","","","","","","","","",""
"1483584","","","","","","","","","","4613","4613","4613","","",""
"1487616","837","837","837","","","","","","","","","","","",""
"1488960","-5000","-5000","-5000","","","","","","","","","","","",""
"1489600","4602","4602","4602","","","","","","","","","","","",""
"1493248","","","","58","58","58","","","","","","","","",""
"1497728","","","","2415","2415","2415","","","","","","","","",""
"1498816","","","","","","","","","","-5000","-5000","-5000","","",""
"1499648","","","","","","","","","","3404","3404","3404","","",""
"1501056","","","","","","","","","","","","","931","931","931"
"1501504","","","","2627","2627","2627","","","","","","","","",""
"1503744","","","","","","","","","","","","","4021","4021","4021"
"1505472","1394","1394","1394","","","","","","","","","","","",""
"1507072","","","","","","","","","","419","419","419","","",""
"1507648","3743","3743","3743","","","","","","","","","","","",""
"1508352","","","","","","","","","","-5000","-5000","-5000","","",""
"1510016","","","","-5000","-5000","-5000","","","","","","","","",""
"1513024","","","","","","","","","","2565","2565","2565","3286","3286","3286"
"1514560","","","","","","","","","","3800","3800","3800","","",""
"1515968","","","","","","","-5000","-5000","-5000","","","","","",""
"1519232","","","","","","","","","","","","","278","278","278"
"1520192","","","","-5000","-5000","-5000","","","","","","","","",""
"1523584","","","","2354","2354","2354","","","","","","","","",""
"1523840","1989","1989","1989","","","","","","","","","","","",""
"1524480","","","","","","","","","","3822","3822","3822","","",""
"1527168","","","","","","","","","","","","","4627","4627","4627"
"1527552","","","","","","","","","","2246","2246","2246","","",""
"1528768","","","","-5000","-5000","-5000","","","","","","","","",""
"1529984","","","","","","","","","","2621","2621","2621","","",""
"1530176","","","","","","","","","","","","","-5000","-5000","-5000"
"1530432","736","736","736","","","","","","","","","","","",""
"1537472","","","","729","729","729","","","","","","","","",""
"1538368","","","","","","","","","","","","","1062","1062","1062"
"1541056","3931","3931","3931","","","","","","","","","","","",""
"1541760","","","","","","","-5000","-5000","-5000","","","","","",""
"1544384","4426","4426","4426","","","","","","","","","","","",""
"1544448","","","","","","","-5000","-5000","-5000","","","","","",""
"1545920","","","","","","","","","","","","","-5000","-5000","-5000"
"1546112","","","","","","","","","","","","","3699","3699","3699"
"1548096","","","","","","","","","","","","","1696","1696","1696"
"1548416","","","","","","","-5000","-5000","-5000","","","","","",""
"1549184","","","","","","","-5000","-5000","-5000","","","","","",""
"1550336","","","","","","","","","","2584","2584","2584","","",""
"1551424","","","","","","","-5000","-5000","-5000","","","","","",""
"1555520","","","","694","694","694","","","","","","","","",""
"1561280","","","","","","","","","","-5000","-5000","-5000","","",""
"1563264","","","","","","","","","","-5000","-5000","-5000","","",""
"1563904","","","","563","563","563","","","","","","","","",""
"1565696","","","","1454","1454","1454","","","","","","","","",""
"1566656","","","","","","","","","","-5000","-5000","-5000","","",""
"1567488","","","","","","","-5000","-5000","-5000","","","","","",""
"1567872","","","","","","","","","","-5000","-5000","-5000","","",""
"1571328","","","","","","","","","","","","","4186","4186","4186"
"1571456","","","","","","","-5000","-5000","-5000","","","","","",""
"1571968","1895","1895","1895","","","","","","","","","","","",""
"1572160","","","","","","","","","","3160","3160","3160","","",""
"1573632","","","","","","","-5000","-5000","-5000","","","","","",""
"1574336","","","","","","","","","","","","","2356","2356","2356"
"1575744","","","","","","","","","","","","","3632","3632","3632"
"1580480","","","","73","73","73","","","","","","","","",""
"1582208","","","","-5000","-5000","-5000","","","","","","","","",""
"1582400","","","","","","","-5000","-5000","-5000","","","","","",""
"1582592","","","","","","","","","","2888","2888","2888","","",""
"1582912","","","","","","","","","","3901","3901","3901","","",""
"1584256","","","","","","","-5000","-5000","-5000","","","","","",""
"1587648","","","","192","192","192","","","","","","","","",""
"1588800","-5000","-5000","-5000","","","","","","","","","","","",""
"1589248","","","","","","","","","","4073","4073","4073","","",""
"1590208","","","","","","","-5000","-5000","-5000","","","","","",""
"1591552","","","","","","","","","","","","","4011","4011","4011"
"1591872","","","","82","82","82","","","","","","","","",""
"1593408","","","","","","","-5000","-5000","-5000","","","","","",""
"1593984","","","","","","","-5000","-5000","-5000","","","","","",""
"1595648","","","","","","","-5000","-5000","-5000","","","","","",""
"1598528","","","","","","","","","","4044","4044","4044","","",""
"1599936","","","","","","","-5000","-5000","-5000","-5000","-5000","-5000","-5000","-5000","-5000"
"1600704","","","","-5000","-5000","-5000","","","","","","","","",""
"1603968","","","","-5000","-5000","-5000","","","","","","","","",""
"1611840","1670","1670","1670","","","","","","","","","","","",""
"1612864","","","","-5000","-5000","-5000","","","","","","","","",""
"1615552","-5000","-5000","-5000","","","","","","","","","","","",""
"1618240","760","760","760","","","","","","","","","","","",""
"1623168","","","","","","","","","","4335","4335","4335","","",""
"1624896","","","","","","","","","","-5000","-5000","-5000","","",""
"1626048","","","","","","","-5000","-5000","-5000","","","","","",""
"1628928","","","","-5000","-5000","-5000","","","","","","","","",""
"1630656","","","","-5000","-5000","-5000","","","","","","","","",""
"1633728","","","","-5000","-5000","-5000","","","","","","","","",""
"1635904","","","","2900","2900","2900","","","","","","","","",""
"1638976","","","","3090","3090","3090","","","","","","","","",""
"1642560","","","","1798","1798","1798","","","","","","","","",""
"1644288","-5000","-5000","-5000","","","","","","","","","","","",""
"1645056","","","","4169","4169","4169","","","","","","","","",""
"1650816","","","","-5000","-5000","-5000","","","","","","","","",""
"1659712","","","","651","651","651","","","","","","","","",""
"1661696","","","","","","","-5000","-5000","-5000","","","","","",""
"1663488","-5000","-5000","-5000","","","","","","","","","","","",""
"1663936","2553","2553","2553","","","","","","","","","","","",""
"1665152","","","","","","","","","","","","","1580","1580","1580"
"1670080","","","","","","","","","","3470","3470","3470","","",""
"1672576","","","","","","","","","","","","","3523","3523","3523"
"1672704","","","","3639","3639","3639","","","","","","","","",""
"1677760","2751","2751","2751","","","","","","","","","","","",""
"1678080","","","","-5000","-5000","-5000","","","","","","","","",""
"1679424","","","","","","","","","","-5000","-5000","-5000","","",""
"1682688","","","","-5000","-5000","-5000","","","","","","","","",""
"1684608","","","","1532","1532","1532","","","","","","","","",""
"1686720","","","","2668","2668","2668","","","","","","","","",""
"1689664","","","","-5000","-5000","-5000","","","","","","","","",""
"1691072","1737","1737","1737","","","","","","","","","","","",""
"1694272","","","","3050","3050","3050","","","","","","","","",""
"1697856","","","","","","","","","","-5000","-5000","-5000","","",""
"1698688","","","","3985","3985","3985","","","","","","","","",""
"1709120","","","","2600","2600","2600","","","","","","","","",""
"1712448","","","","","","","","","","124","124","124","","",""
"1717120","","","","-5000","-5000","-5000","","","","","","","","",""
"1717760","","","","1562","1562","1562","","","","","","","","",""
"1721344","","","","","","","","","","383","383","383","","",""
"1721792","","","","-5000","-5000","-5000","","","","","","","","",""
"1722496","","","","-5000","-5000","-5000","","","","","","","","",""
"1723264","","","","","","","","","","1255","1255","1255","","",""
"1724480","","","","","","","","","","","","","-5000","-5000","-5000"
"1724672","","","","3783","3783","3783","","","","","","","","",""
"1725952","","","","","","","","","","","","","2373","2373","2373"
"1728640","-5000","-5000","-5000","","","","","","","","","","","",""
"1730496","","","","","","","","","","","","","2318","2318","2318"
"1733952","","","","-5000","-5000","-5000","","","","","","","","",""
"1734208","3963","3963","3963","","","","","","","","","","","",""
"1734464","","","","","","","","","","","","","1761","1761","1761"
"1734720","","","","2939","2939","2939","","","","","","","","",""
"1736064","","","","2655","2655","2655","","","","","","","","",""
"1739008","","","","","","","","","","","","","-5000","-5000","-5000"
"1740160","","","","4165","4165","4165","","","","","","","","",""
"1741888","","","","2984","2984","2984","","","","","","","","",""
"1746176","","","","-5000","-5000","-5000","","","","","","","","",""
"1754048","","","","3812","3812","3812","","","","","","","","",""
"1754432","","","","2051","2051","2051","","","","","","","","",""
"1759232","","","","2511","2511","2511","","","","","","","","",""
"1764416","-5000","-5000","-5000","","","","","","","","","","","",""
"1769792","","","","-5000","-5000","-5000","","","","","","","","",""
"1773888","","","","416","416","416","","","","","","","","",""
"1778944","","","","4421","4421","4421","","","","","","","","",""
"1784768","","","","2379","2379","2379","","","","","","","","",""
"1795264","3433","3433","3433","","","","","","","","","","","",""
"1795968","","","","2603","2603","2603","","","","","","","","",""
"1798272","","","","","","","","","","","","","689","689","689"
"1800960","","","","","","","","","","2955","2955","2955","","",""
"1801728","","","","","","","","","","-5000","-5000","-5000","","",""
"1802368","","","","873","873","873","","","","","","","","",""
"1803136","","","","","","","","","","","","","1434","1434","1434"
"1807680","","","","","","","","","","","","","913","913","913"
"1810176","","","","1727","1727","1727","","","","","","","","",""
"1812288","","","","","","","","","","753","753","753","","",""
"1816640","1900","1900","1900","","","","","","","","","","","",""
"1818816","","","","","","","","","","-5000","-5000","-5000","","",""
"1821056","","","","","","","","","","","","","-5000","-5000","-5000"
"1825152","","","","","","","","","","-5000","-5000","-5000","","",""
"1825408","","","","","","","","","","2524","2524","2524","","",""
"1825792","-5000","-5000","-5000","","","","","","","","","","","",""
"1826752","","","","","","","","","","-5000","-5000","-5000","","",""
"1827328","","","","","","","","","","-5000","-5000","-5000","","",""
"1827392","2508","2508","2508","","","","","","","","","","","",""
"1828352","","","","","","","","","","-5000","-5000","-5000","","",""
"1832896","295","295","295","","","","","","","","","","","",""
"1833536","2343","2343","2343","","","","","","","","","","","",""
"1835072","","","","","","","","","","3031","3031","3031","","",""
"1835968","","","","","","","-5000","-5000","-5000","","","","","",""
"1836672","","","","","","","","","","","","","923","923","923"
"1841472","-5000","-5000","-5000","","","","","","","","","","","",""
"1842496","","","","","","","","","","222","222","222","","",""
"1843840","-5000","-5000","-5000","","","","","","","","","","","",""
"1845696","","","","-5000","-5000","-5000","","","","","","","","",""
"1846208","","","","1518","1518","1518","","","","","","","","",""
"1847552","","","","","","","","","","-5000","-5000","-5000","","",""
"1847616","","","","","","","","","","","","","3766","3766","3766"
"1849984","","","","","","","","","","-5000","-5000","-5000","","",""
"1850432","","","","1539","1539","1539","","","","","","","","",""
"1850624","","","","","","","","","","","","","-5000","-5000","-5000"
"1851904","","","","-5000","-5000","-5000","","","","","","","","",""
"1852608","","","","","","","","","","","","","2128","2128","2128"
"1854272","","","","326","326","326","","","","","","","","",""
"1857216","","","","-5000","-5000","-5000","","","","","","","","",""
"1858432","","","","2284","2284","2284","","","","","","","","",""
"1861760","","","","","","","-5000","-5000","-5000","","","","","",""
"1863104","","","","","","","","","","-5000","-5000","-5000","","",""
